,Week,Year,defense,defense_conference,drive_number,drive_result,elapsed,end_period,end_time,end_yardline,end_yards_to_goal,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,start_yards_to_goal,yards
14,7.0,2020.0,UT San Antonio,Conference USA,15,TD,"{'minutes': 1, 'seconds': 19}",4,"{'minutes': 12, 'seconds': 47}",0,0,401240115,40124011515,Army,FBS Independents,4,True,4,"{'minutes': 14, 'seconds': 6}",75,75,75
16,7.0,2020.0,UT San Antonio,Conference USA,17,FUMBLE,"{'minutes': 6, 'seconds': 28}",4,"{'minutes': 3, 'seconds': 47}",52,52,401240115,40124011517,Army,FBS Independents,12,False,4,"{'minutes': 10, 'seconds': 15}",97,97,45
18,7.0,2020.0,UT San Antonio,Conference USA,19,END OF GAME,"{'minutes': 2, 'seconds': 50}",4,"{'minutes': 0, 'seconds': 0}",68,68,401240115,40124011519,Army,FBS Independents,4,False,4,"{'minutes': 2, 'seconds': 50}",78,78,10
1,8.0,2020.0,Mercer,,2,TD,"{'minutes': 3, 'seconds': 34}",1,"{'minutes': 4, 'seconds': 34}",100,0,401240116,4012401162,Army,FBS Independents,7,True,1,"{'minutes': 8, 'seconds': 8}",25,75,75
3,8.0,2020.0,Mercer,,4,TD,"{'minutes': 5, 'seconds': 36}",2,"{'minutes': 13, 'seconds': 12}",100,0,401240116,4012401164,Army,FBS Independents,11,True,1,"{'minutes': 3, 'seconds': 48}",61,39,39
5,8.0,2020.0,Mercer,,6,PUNT,"{'minutes': 1, 'seconds': 58}",2,"{'minutes': 7, 'seconds': 48}",20,80,401240116,4012401166,Army,FBS Independents,3,False,2,"{'minutes': 9, 'seconds': 46}",20,80,0
7,8.0,2020.0,Mercer,,8,TD,"{'minutes': 0, 'seconds': 0}",2,"{'minutes': 0, 'seconds': 0}",100,0,401240116,4012401168,Army,FBS Independents,8,True,2,"{'minutes': 5, 'seconds': 0}",62,38,38
9,8.0,2020.0,Mercer,,10,MISSED FG,"{'seconds': 5, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",78,22,401240116,40124011610,Army,FBS Independents,1,False,2,"{'seconds': 5, 'minutes': 0}",78,22,0
10,8.0,2020.0,Mercer,,11,TD,"{'minutes': 4, 'seconds': 13}",3,"{'minutes': 10, 'seconds': 39}",100,0,401240116,40124011612,Army,FBS Independents,8,True,3,"{'minutes': 14, 'seconds': 52}",60,40,40
12,8.0,2020.0,Mercer,,13,TD,"{'minutes': 3, 'seconds': 57}",3,"{'minutes': 5, 'seconds': 13}",100,0,401240116,40124011614,Army,FBS Independents,9,True,3,"{'minutes': 9, 'seconds': 10}",41,59,59
15,8.0,2020.0,Mercer,,16,PUNT,"{'minutes': 0, 'seconds': 0}",3,"{'minutes': 0, 'seconds': 0}",18,82,401240116,40124011618,Army,FBS Independents,3,False,3,"{'seconds': 56, 'minutes': 0}",20,80,-2
17,8.0,2020.0,Mercer,,18,TD,"{'minutes': 10, 'seconds': 3}",4,"{'minutes': 1, 'seconds': 0}",100,0,401240116,40124011620,Army,FBS Independents,17,True,4,"{'minutes': 11, 'seconds': 3}",9,91,91
0,11.0,2020.0,Tulane,American Athletic,1,PUNT,"{'minutes': 0, 'seconds': 0}",1,"{'minutes': 0, 'seconds': 0}",70,70,401207200,4012072001,Army,FBS Independents,3,False,1,"{'minutes': 15, 'seconds': 0}",75,75,5
2,11.0,2020.0,Tulane,American Athletic,3,PUNT,"{'minutes': 0, 'seconds': 0}",1,"{'minutes': 0, 'seconds': 0}",63,63,401207200,4012072003,Army,FBS Independents,3,False,1,"{'minutes': 8, 'seconds': 49}",70,70,7
4,11.0,2020.0,Tulane,American Athletic,5,DOWNS,"{'minutes': 4, 'seconds': 23}",1,"{'seconds': 58, 'minutes': 0}",50,50,401207200,4012072005,Army,FBS Independents,8,False,1,"{'minutes': 5, 'seconds': 21}",81,81,31
6,11.0,2020.0,Tulane,American Athletic,7,TD,"{'minutes': 5, 'seconds': 22}",2,"{'minutes': 10, 'seconds': 25}",0,0,401207200,4012072007,Army,FBS Independents,10,True,1,"{'seconds': 47, 'minutes': 0}",75,75,75
8,11.0,2020.0,Tulane,American Athletic,9,TD,"{'minutes': 4, 'seconds': 36}",2,"{'minutes': 4, 'seconds': 12}",0,0,401207200,4012072009,Army,FBS Independents,8,True,2,"{'minutes': 8, 'seconds': 48}",59,59,59
10,11.0,2020.0,Tulane,American Athletic,11,PUNT,"{'minutes': 0, 'seconds': 0}",2,"{'minutes': 0, 'seconds': 0}",55,55,401207200,40120720011,Army,FBS Independents,3,False,2,"{'minutes': 2, 'seconds': 56}",58,58,3
12,11.0,2020.0,Tulane,American Athletic,13,PUNT,"{'seconds': 55, 'minutes': 0}",2,"{'seconds': 17, 'minutes': 0}",59,59,401207200,40120720013,Army,FBS Independents,5,False,2,"{'minutes': 1, 'seconds': 12}",84,84,25
15,11.0,2020.0,Tulane,American Athletic,16,INT,"{'minutes': 1, 'seconds': 18}",3,"{'minutes': 9, 'seconds': 5}",69,69,401207200,40120720016,Army,FBS Independents,3,False,3,"{'minutes': 10, 'seconds': 23}",75,75,6
17,11.0,2020.0,Tulane,American Athletic,18,DOWNS,"{'minutes': 8, 'seconds': 12}",4,"{'minutes': 12, 'seconds': 26}",13,13,401207200,40120720018,Army,FBS Independents,17,False,3,"{'minutes': 5, 'seconds': 38}",75,75,62
19,11.0,2020.0,Tulane,American Athletic,20,DOWNS,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",83,83,401207200,40120720020,Army,FBS Independents,4,False,4,"{'minutes': 6, 'seconds': 55}",80,80,-3
21,11.0,2020.0,Tulane,American Athletic,22,FUMBLE TD,"{'seconds': 6, 'minutes': 0}",4,"{'minutes': 4, 'seconds': 20}",92,92,401207200,40120720022,Army,FBS Independents,0,True,4,"{'minutes': 4, 'seconds': 26}",90,90,-2
22,11.0,2020.0,Tulane,American Athletic,23,INT,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",55,55,401207200,40120720024,Army,FBS Independents,6,False,4,"{'minutes': 4, 'seconds': 15}",83,83,28
1,12.0,2020.0,Georgia Southern,Sun Belt,2,PUNT,"{'minutes': 1, 'seconds': 41}",1,"{'minutes': 11, 'seconds': 22}",36,64,401235975,4012359752,Army,FBS Independents,3,False,1,"{'minutes': 13, 'seconds': 3}",34,66,2
3,12.0,2020.0,Georgia Southern,Sun Belt,4,FUMBLE,"{'minutes': 2, 'seconds': 0}",1,"{'minutes': 7, 'seconds': 40}",1,99,401235975,4012359754,Army,FBS Independents,3,False,1,"{'minutes': 9, 'seconds': 40}",12,88,-11
5,12.0,2020.0,Georgia Southern,Sun Belt,6,FUMBLE TD,"{'seconds': 10, 'minutes': 0}",1,"{'minutes': 6, 'seconds': 45}",22,78,401235975,4012359756,Army,FBS Independents,1,True,1,"{'minutes': 6, 'seconds': 55}",25,75,-3
6,12.0,2020.0,Georgia Southern,Sun Belt,7,TD,"{'minutes': 8, 'seconds': 0}",2,"{'minutes': 13, 'seconds': 45}",100,0,401235975,4012359758,Army,FBS Independents,15,True,1,"{'minutes': 6, 'seconds': 45}",25,75,75
8,12.0,2020.0,Georgia Southern,Sun Belt,9,PUNT,"{'minutes': 1, 'seconds': 59}",2,"{'minutes': 7, 'seconds': 17}",37,63,401235975,40123597510,Army,FBS Independents,3,False,2,"{'minutes': 9, 'seconds': 16}",36,64,1
10,12.0,2020.0,Georgia Southern,Sun Belt,11,FUMBLE,"{'minutes': 4, 'seconds': 16}",2,"{'seconds': 41, 'minutes': 0}",94,6,401235975,40123597512,Army,FBS Independents,13,False,2,"{'minutes': 4, 'seconds': 57}",20,80,74
12,12.0,2020.0,Georgia Southern,Sun Belt,13,TD,"{'minutes': 6, 'seconds': 31}",3,"{'minutes': 8, 'seconds': 22}",100,0,401235975,40123597514,Army,FBS Independents,11,True,3,"{'minutes': 14, 'seconds': 53}",48,52,52
14,12.0,2020.0,Georgia Southern,Sun Belt,15,TD,"{'seconds': 4, 'minutes': 0}",3,"{'minutes': 6, 'seconds': 18}",100,0,401235975,40123597516,Army,FBS Independents,1,True,3,"{'minutes': 6, 'seconds': 22}",83,17,17
16,12.0,2020.0,Georgia Southern,Sun Belt,17,TD,"{'minutes': 10, 'seconds': 50}",4,"{'minutes': 8, 'seconds': 16}",100,0,401235975,40123597518,Army,FBS Independents,18,True,3,"{'minutes': 4, 'seconds': 6}",29,71,71
18,12.0,2020.0,Georgia Southern,Sun Belt,19,PUNT,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",49,51,401235975,40123597520,Army,FBS Independents,3,False,4,"{'minutes': 3, 'seconds': 19}",44,56,5
20,12.0,2020.0,Georgia Southern,Sun Belt,21,PUNT,"{'minutes': 1, 'seconds': 28}",4,"{'seconds': 39, 'minutes': 0}",50,50,401235975,40123597522,Army,FBS Independents,3,False,4,"{'minutes': 2, 'seconds': 7}",64,36,-14
0,15.0,2020.0,Navy,American Athletic,1,PUNT,"{'minutes': 4, 'seconds': 3}",1,"{'minutes': 10, 'seconds': 57}",42,58,401207203,4012072031,Army,FBS Independents,6,False,1,"{'minutes': 15, 'seconds': 0}",25,75,17
2,15.0,2020.0,Navy,American Athletic,3,PUNT,"{'minutes': 1, 'seconds': 58}",1,"{'minutes': 3, 'seconds': 51}",40,60,401207203,4012072033,Army,FBS Independents,3,False,1,"{'minutes': 5, 'seconds': 49}",35,65,5
4,15.0,2020.0,Navy,American Athletic,5,FG,"{'minutes': 3, 'seconds': 28}",2,"{'minutes': 12, 'seconds': 41}",80,20,401207203,4012072035,Army,FBS Independents,6,True,1,"{'minutes': 1, 'seconds': 9}",52,48,28
6,15.0,2020.0,Navy,American Athletic,7,PUNT,"{'minutes': 2, 'seconds': 2}",2,"{'minutes': 8, 'seconds': 12}",36,64,401207203,4012072037,Army,FBS Independents,3,False,2,"{'minutes': 10, 'seconds': 14}",33,67,3
8,15.0,2020.0,Navy,American Athletic,9,MISSED FG,"{'minutes': 4, 'seconds': 12}",2,"{'minutes': 1, 'seconds': 41}",78,22,401207203,4012072039,Army,FBS Independents,7,False,2,"{'minutes': 5, 'seconds': 53}",55,45,23
10,15.0,2020.0,Navy,American Athletic,11,END OF HALF,"{'seconds': 2, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",22,78,401207203,40120720311,Army,FBS Independents,1,False,2,"{'seconds': 2, 'minutes': 0}",23,77,-1
12,15.0,2020.0,Navy,American Athletic,13,PUNT,"{'minutes': 1, 'seconds': 51}",3,"{'minutes': 9, 'seconds': 34}",7,93,401207203,40120720313,Army,FBS Independents,3,False,3,"{'minutes': 11, 'seconds': 25}",1,99,6
14,15.0,2020.0,Navy,American Athletic,15,PUNT,"{'minutes': 3, 'seconds': 19}",3,"{'minutes': 4, 'seconds': 58}",52,48,401207203,40120720315,Army,FBS Independents,5,False,3,"{'minutes': 8, 'seconds': 17}",14,86,38
16,15.0,2020.0,Navy,American Athletic,17,PUNT,"{'minutes': 3, 'seconds': 30}",4,"{'minutes': 14, 'seconds': 10}",64,36,401207203,40120720317,Army,FBS Independents,6,False,3,"{'minutes': 2, 'seconds': 40}",50,50,14
18,15.0,2020.0,Navy,American Athletic,19,TD,"{'minutes': 3, 'seconds': 2}",4,"{'minutes': 11, 'seconds': 2}",100,0,401207203,40120720319,Army,FBS Independents,5,True,4,"{'minutes': 14, 'seconds': 4}",87,13,13
20,15.0,2020.0,Navy,American Athletic,21,PUNT,"{'minutes': 3, 'seconds': 27}",4,"{'minutes': 5, 'seconds': 54}",67,33,401207203,40120720321,Army,FBS Independents,4,False,4,"{'minutes': 9, 'seconds': 21}",55,45,12
22,15.0,2020.0,Navy,American Athletic,23,FG,"{'minutes': 3, 'seconds': 1}",4,"{'minutes': 2, 'seconds': 20}",77,23,401207203,40120720323,Army,FBS Independents,6,True,4,"{'minutes': 5, 'seconds': 21}",78,22,-1
24,15.0,2020.0,Navy,American Athletic,25,END OF GAME,"{'minutes': 1, 'seconds': 21}",4,"{'minutes': 0, 'seconds': 0}",59,41,401207203,40120720325,Army,FBS Independents,2,False,4,"{'minutes': 1, 'seconds': 21}",66,34,-7
