,Week,Year,defense,defense_conference,drive_number,drive_result,elapsed,end_period,end_time,end_yardline,end_yards_to_goal,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,start_yards_to_goal,yards
16,11.0,2016.0,Notre Dame,FBS Independents,17,INT,"{'minutes': 7, 'seconds': 4}",4,"{'minutes': 8, 'seconds': 51}",13,13,400868919,40086891917,Army,FBS Independents,13,False,3,"{'seconds': 55, 'minutes': 0}",80,80,67
1,12.0,2016.0,Morgan State,,2,TD,"{'minutes': 3, 'seconds': 49}",1,"{'minutes': 9, 'seconds': 26}",100,0,400868920,4008689202,Army,FBS Independents,8,True,1,"{'minutes': 13, 'seconds': 15}",40,60,60
3,12.0,2016.0,Morgan State,,4,TD,"{'seconds': 49, 'minutes': 0}",1,"{'minutes': 6, 'seconds': 49}",100,0,400868920,4008689204,Army,FBS Independents,3,True,1,"{'minutes': 7, 'seconds': 38}",53,47,47
5,12.0,2016.0,Morgan State,,6,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 2, 'seconds': 42}",57,43,400868920,4008689206,Army,FBS Independents,4,False,1,"{'minutes': 4, 'seconds': 43}",42,58,15
8,12.0,2016.0,Morgan State,,9,PUNT,"{'minutes': 1, 'seconds': 47}",2,"{'minutes': 7, 'seconds': 38}",31,69,400868920,40086892010,Army,FBS Independents,3,False,2,"{'minutes': 9, 'seconds': 25}",25,75,6
10,12.0,2016.0,Morgan State,,11,TD,"{'minutes': 2, 'seconds': 56}",2,"{'minutes': 2, 'seconds': 38}",100,0,400868920,40086892012,Army,FBS Independents,6,True,2,"{'minutes': 5, 'seconds': 34}",27,73,73
12,12.0,2016.0,Morgan State,,13,TD,"{'minutes': 1, 'seconds': 26}",2,"{'seconds': 23, 'minutes': 0}",100,0,400868920,40086892014,Army,FBS Independents,4,True,2,"{'minutes': 1, 'seconds': 49}",51,49,49
14,12.0,2016.0,Morgan State,,15,TD,"{'minutes': 5, 'seconds': 1}",3,"{'minutes': 9, 'seconds': 50}",100,0,400868920,40086892016,Army,FBS Independents,11,True,3,"{'minutes': 14, 'seconds': 51}",14,86,86
17,12.0,2016.0,Morgan State,,18,FG,"{'minutes': 4, 'seconds': 12}",3,"{'minutes': 2, 'seconds': 45}",70,30,400868920,40086892020,Army,FBS Independents,9,True,3,"{'minutes': 6, 'seconds': 57}",49,51,21
19,12.0,2016.0,Morgan State,,20,TD,"{'minutes': 1, 'seconds': 38}",4,"{'minutes': 14, 'seconds': 25}",100,0,400868920,40086892022,Army,FBS Independents,5,True,3,"{'minutes': 1, 'seconds': 11}",40,60,60
21,12.0,2016.0,Morgan State,,22,PUNT,"{'minutes': 2, 'seconds': 9}",4,"{'minutes': 10, 'seconds': 20}",38,62,400868920,40086892024,Army,FBS Independents,3,False,4,"{'minutes': 12, 'seconds': 29}",44,56,-6
23,12.0,2016.0,Morgan State,,24,TD,"{'seconds': 59, 'minutes': 0}",4,"{'minutes': 8, 'seconds': 20}",100,0,400868920,40086892026,Army,FBS Independents,2,True,4,"{'minutes': 9, 'seconds': 19}",32,68,68
25,12.0,2016.0,Morgan State,,26,TD,"{'minutes': 5, 'seconds': 17}",4,"{'seconds': 38, 'minutes': 0}",100,0,400868920,40086892028,Army,FBS Independents,11,True,4,"{'minutes': 5, 'seconds': 55}",17,83,83
1,15.0,2016.0,Navy,American Athletic,2,TD,"{'minutes': 7, 'seconds': 39}",1,"{'minutes': 4, 'seconds': 23}",100,0,400868921,4008689212,Army,FBS Independents,14,True,1,"{'minutes': 12, 'seconds': 2}",34,66,66
3,15.0,2016.0,Navy,American Athletic,4,INT,"{'minutes': 3, 'seconds': 47}",1,"{'seconds': 26, 'minutes': 0}",57,43,400868921,4008689214,Army,FBS Independents,6,False,1,"{'minutes': 4, 'seconds': 13}",32,68,25
5,15.0,2016.0,Navy,American Athletic,6,TD,"{'minutes': 6, 'seconds': 15}",2,"{'minutes': 7, 'seconds': 12}",100,0,400868921,4008689216,Army,FBS Independents,11,True,2,"{'minutes': 13, 'seconds': 27}",54,46,46
7,15.0,2016.0,Navy,American Athletic,8,FUMBLE,"{'minutes': 3, 'seconds': 41}",2,"{'minutes': 1, 'seconds': 20}",58,42,400868921,4008689218,Army,FBS Independents,8,False,2,"{'minutes': 5, 'seconds': 1}",14,86,44
9,15.0,2016.0,Navy,American Athletic,10,END OF HALF,"{'minutes': 1, 'seconds': 10}",2,"{'minutes': 0, 'seconds': 0}",46,54,400868921,40086892110,Army,FBS Independents,2,False,2,"{'minutes': 1, 'seconds': 10}",40,60,6
10,15.0,2016.0,Navy,American Athletic,11,FUMBLE,"{'seconds': 52, 'minutes': 0}",3,"{'minutes': 14, 'seconds': 8}",20,80,400868921,40086892111,Army,FBS Independents,2,False,3,"{'minutes': 15, 'seconds': 0}",17,83,3
12,15.0,2016.0,Navy,American Athletic,13,PUNT,"{'minutes': 2, 'seconds': 4}",3,"{'minutes': 9, 'seconds': 19}",35,65,400868921,40086892113,Army,FBS Independents,3,False,3,"{'minutes': 11, 'seconds': 23}",28,72,7
14,15.0,2016.0,Navy,American Athletic,15,FUMBLE,"{'minutes': 2, 'seconds': 37}",3,"{'minutes': 1, 'seconds': 22}",62,38,400868921,40086892115,Army,FBS Independents,5,False,3,"{'minutes': 3, 'seconds': 59}",25,75,39
16,15.0,2016.0,Navy,American Athletic,17,PUNT,"{'minutes': 1, 'seconds': 38}",4,"{'minutes': 13, 'seconds': 29}",28,72,400868921,40086892117,Army,FBS Independents,3,False,3,"{'seconds': 7, 'minutes': 0}",21,79,7
18,15.0,2016.0,Navy,American Athletic,19,TD,"{'minutes': 6, 'seconds': 42}",4,"{'minutes': 6, 'seconds': 0}",100,0,400868921,40086892119,Army,FBS Independents,12,True,4,"{'minutes': 12, 'seconds': 42}",20,80,80
20,15.0,2016.0,Navy,American Athletic,21,END OF GAME,"{'minutes': 4, 'seconds': 7}",4,"{'minutes': 0, 'seconds': 0}",44,56,400868921,40086892121,Army,FBS Independents,8,False,4,"{'minutes': 4, 'seconds': 7}",23,77,21
1,1.0,2017.0,Fordham,,2,TD,"{'seconds': 43, 'minutes': 0}",1,"{'minutes': 13, 'seconds': 30}",100,0,400934570,4009345702,Army,FBS Independents,2,True,1,"{'minutes': 14, 'seconds': 13}",56,44,44
3,1.0,2017.0,Fordham,,4,TD,"{'minutes': 3, 'seconds': 38}",1,"{'minutes': 8, 'seconds': 41}",100,0,400934570,4009345704,Army,FBS Independents,8,True,1,"{'minutes': 12, 'seconds': 19}",46,54,54
5,1.0,2017.0,Fordham,,6,FUMBLE,"{'minutes': 1, 'seconds': 36}",1,"{'minutes': 4, 'seconds': 20}",80,20,400934570,4009345706,Army,FBS Independents,4,False,1,"{'minutes': 5, 'seconds': 56}",18,82,62
7,1.0,2017.0,Fordham,,8,TD,"{'minutes': 2, 'seconds': 5}",1,"{'seconds': 32, 'minutes': 0}",100,0,400934570,4009345708,Army,FBS Independents,4,True,1,"{'minutes': 2, 'seconds': 37}",82,18,18
9,1.0,2017.0,Fordham,,10,TD,"{'seconds': 29, 'minutes': 0}",2,"{'minutes': 7, 'seconds': 26}",25,75,400934570,40093457010,Army,FBS Independents,0,False,2,"{'minutes': 7, 'seconds': 55}",25,75,0
11,1.0,2017.0,Fordham,,12,TD,"{'seconds': 23, 'minutes': 0}",2,"{'minutes': 2, 'seconds': 42}",100,0,400934570,40093457012,Army,FBS Independents,1,True,2,"{'minutes': 3, 'seconds': 5}",29,71,71
13,1.0,2017.0,Fordham,,14,FG,"{'minutes': 3, 'seconds': 18}",3,"{'minutes': 11, 'seconds': 33}",87,13,400934570,40093457014,Army,FBS Independents,8,True,3,"{'minutes': 14, 'seconds': 51}",29,71,58
15,1.0,2017.0,Fordham,,16,TD,"{'seconds': 49, 'minutes': 0}",3,"{'minutes': 9, 'seconds': 33}",100,0,400934570,40093457016,Army,FBS Independents,2,True,3,"{'minutes': 10, 'seconds': 22}",89,11,11
17,1.0,2017.0,Fordham,,18,TD,"{'minutes': 3, 'seconds': 49}",3,"{'minutes': 4, 'seconds': 2}",100,0,400934570,40093457018,Army,FBS Independents,7,True,3,"{'minutes': 7, 'seconds': 51}",50,50,50
19,1.0,2017.0,Fordham,,20,TD,"{'minutes': 2, 'seconds': 52}",4,"{'minutes': 10, 'seconds': 32}",100,0,400934570,40093457020,Army,FBS Independents,5,True,4,"{'minutes': 13, 'seconds': 24}",33,67,67
21,1.0,2017.0,Fordham,,22,TD,"{'minutes': 6, 'seconds': 17}",4,"{'minutes': 1, 'seconds': 18}",100,0,400934570,40093457022,Army,FBS Independents,9,True,4,"{'minutes': 7, 'seconds': 35}",32,68,68
1,2.0,2017.0,Buffalo,Mid-American,2,TD,"{'minutes': 4, 'seconds': 30}",1,"{'minutes': 6, 'seconds': 49}",100,0,400934562,4009345622,Army,FBS Independents,8,True,1,"{'minutes': 11, 'seconds': 19}",27,73,73
3,2.0,2017.0,Buffalo,Mid-American,4,PUNT,"{'minutes': 3, 'seconds': 46}",1,"{'minutes': 1, 'seconds': 7}",41,59,400934562,4009345624,Army,FBS Independents,6,False,1,"{'minutes': 4, 'seconds': 53}",20,80,21
5,2.0,2017.0,Buffalo,Mid-American,6,DOWNS,"{'minutes': 2, 'seconds': 7}",2,"{'minutes': 12, 'seconds': 26}",65,35,400934562,4009345626,Army,FBS Independents,4,False,2,"{'minutes': 14, 'seconds': 33}",57,43,8
7,2.0,2017.0,Buffalo,Mid-American,8,PUNT,"{'minutes': 2, 'seconds': 25}",2,"{'minutes': 9, 'seconds': 10}",8,92,400934562,4009345628,Army,FBS Independents,3,False,2,"{'minutes': 11, 'seconds': 35}",16,84,-8
10,2.0,2017.0,Buffalo,Mid-American,11,PUNT,"{'minutes': 2, 'seconds': 12}",3,"{'minutes': 12, 'seconds': 41}",28,72,400934562,40093456211,Army,FBS Independents,4,False,3,"{'minutes': 14, 'seconds': 53}",14,86,14
12,2.0,2017.0,Buffalo,Mid-American,13,TD,"{'minutes': 8, 'seconds': 12}",4,"{'minutes': 14, 'seconds': 48}",100,0,400934562,40093456213,Army,FBS Independents,16,True,3,"{'minutes': 8, 'seconds': 7}",21,79,79
14,2.0,2017.0,Buffalo,Mid-American,15,TD,"{'minutes': 7, 'seconds': 21}",4,"{'minutes': 4, 'seconds': 53}",100,0,400934562,40093456215,Army,FBS Independents,13,True,4,"{'minutes': 12, 'seconds': 14}",34,66,66
16,2.0,2017.0,Buffalo,Mid-American,17,END OF GAME,"{'minutes': 3, 'seconds': 14}",4,"{'minutes': 0, 'seconds': 0}",53,47,400934562,40093456217,Army,FBS Independents,8,False,4,"{'minutes': 3, 'seconds': 14}",37,63,16
1,3.0,2017.0,Ohio State,Big Ten,2,PUNT,"{'minutes': 4, 'seconds': 0}",1,"{'minutes': 8, 'seconds': 23}",44,44,400934563,4009345632,Army,FBS Independents,6,False,1,"{'minutes': 12, 'seconds': 23}",82,82,38
3,3.0,2017.0,Ohio State,Big Ten,4,PUNT,"{'minutes': 1, 'seconds': 36}",1,"{'minutes': 2, 'seconds': 35}",80,80,400934563,4009345634,Army,FBS Independents,3,False,1,"{'minutes': 4, 'seconds': 11}",80,80,0
5,3.0,2017.0,Ohio State,Big Ten,6,TD,"{'minutes': 9, 'seconds': 37}",2,"{'minutes': 6, 'seconds': 26}",0,0,400934563,4009345636,Army,FBS Independents,18,True,1,"{'minutes': 1, 'seconds': 3}",99,99,99
7,3.0,2017.0,Ohio State,Big Ten,8,END OF HALF,"{'minutes': 3, 'seconds': 6}",2,"{'minutes': 0, 'seconds': 0}",44,44,400934563,4009345638,Army,FBS Independents,7,False,2,"{'minutes': 3, 'seconds': 6}",62,62,18
8,3.0,2017.0,Ohio State,Big Ten,9,MISSED FG,"{'minutes': 6, 'seconds': 10}",3,"{'minutes': 8, 'seconds': 50}",26,26,400934563,4009345639,Army,FBS Independents,11,False,3,"{'minutes': 15, 'seconds': 0}",63,63,39
10,3.0,2017.0,Ohio State,Big Ten,11,FUMBLE,"{'minutes': 2, 'seconds': 4}",3,"{'minutes': 6, 'seconds': 19}",40,40,400934563,40093456311,Army,FBS Independents,5,False,3,"{'minutes': 8, 'seconds': 23}",56,56,16
12,3.0,2017.0,Ohio State,Big Ten,13,PUNT,"{'minutes': 2, 'seconds': 3}",3,"{'minutes': 3, 'seconds': 9}",73,73,400934563,40093456313,Army,FBS Independents,3,False,3,"{'minutes': 5, 'seconds': 12}",75,75,2
14,3.0,2017.0,Ohio State,Big Ten,15,DOWNS,"{'minutes': 5, 'seconds': 56}",4,"{'minutes': 10, 'seconds': 1}",30,30,400934563,40093456315,Army,FBS Independents,10,False,3,"{'seconds': 57, 'minutes': 0}",76,76,50
16,3.0,2017.0,Ohio State,Big Ten,17,PUNT,"{'minutes': 2, 'seconds': 25}",4,"{'minutes': 4, 'seconds': 36}",82,82,400934563,40093456317,Army,FBS Independents,4,False,4,"{'minutes': 7, 'seconds': 1}",80,80,0
1,4.0,2017.0,Tulane,American Athletic,2,PUNT,"{'minutes': 2, 'seconds': 29}",1,"{'minutes': 12, 'seconds': 14}",70,70,400934561,4009345612,Army,FBS Independents,3,False,1,"{'minutes': 14, 'seconds': 43}",35,35,-7
3,4.0,2017.0,Tulane,American Athletic,4,FG,"{'minutes': 7, 'seconds': 39}",2,"{'minutes': 13, 'seconds': 39}",28,28,400934561,4009345614,Army,FBS Independents,13,True,1,"{'minutes': 6, 'seconds': 18}",97,97,69
5,4.0,2017.0,Tulane,American Athletic,6,PUNT,"{'minutes': 1, 'seconds': 31}",2,"{'minutes': 10, 'seconds': 15}",74,74,400934561,4009345616,Army,FBS Independents,3,False,2,"{'minutes': 11, 'seconds': 46}",80,80,6
7,4.0,2017.0,Tulane,American Athletic,8,TD,"{'minutes': 3, 'seconds': 47}",2,"{'minutes': 4, 'seconds': 26}",0,0,400934561,4009345618,Army,FBS Independents,8,True,2,"{'minutes': 8, 'seconds': 13}",77,77,77
9,4.0,2017.0,Tulane,American Athletic,10,DOWNS,"{'minutes': 2, 'seconds': 52}",2,"{'seconds': 53, 'minutes': 0}",33,33,400934561,40093456110,Army,FBS Independents,8,False,2,"{'minutes': 3, 'seconds': 45}",75,75,42
11,4.0,2017.0,Tulane,American Athletic,12,DOWNS,"{'minutes': 6, 'seconds': 15}",3,"{'minutes': 8, 'seconds': 40}",30,30,400934561,40093456112,Army,FBS Independents,11,False,3,"{'minutes': 14, 'seconds': 55}",35,35,53
13,4.0,2017.0,Tulane,American Athletic,14,INT,"{'minutes': 6, 'seconds': 11}",3,"{'minutes': 1, 'seconds': 8}",12,12,400934561,40093456114,Army,FBS Independents,11,False,3,"{'minutes': 7, 'seconds': 19}",77,77,65
15,4.0,2017.0,Tulane,American Athletic,16,TD,"{'minutes': 8, 'seconds': 7}",4,"{'minutes': 5, 'seconds': 32}",0,0,400934561,40093456117,Army,FBS Independents,15,True,4,"{'minutes': 13, 'seconds': 39}",71,71,71
17,4.0,2017.0,Tulane,American Athletic,18,INT,"{'seconds': 17, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",78,78,400934561,40093456119,Army,FBS Independents,3,False,4,"{'seconds': 17, 'minutes': 0}",35,35,5
1,5.0,2017.0,UTEP,Conference USA,2,PUNT,"{'minutes': 1, 'seconds': 27}",1,"{'minutes': 9, 'seconds': 40}",42,58,400934566,4009345662,Army,FBS Independents,3,False,1,"{'minutes': 11, 'seconds': 7}",35,65,7
3,5.0,2017.0,UTEP,Conference USA,4,TD,"{'minutes': 2, 'seconds': 32}",2,"{'minutes': 13, 'seconds': 36}",100,0,400934566,4009345664,Army,FBS Independents,5,True,1,"{'minutes': 1, 'seconds': 17}",25,75,75
5,5.0,2017.0,UTEP,Conference USA,6,TD,"{'minutes': 7, 'seconds': 38}",2,"{'minutes': 2, 'seconds': 39}",100,0,400934566,4009345666,Army,FBS Independents,12,True,2,"{'minutes': 10, 'seconds': 17}",7,93,93
7,5.0,2017.0,UTEP,Conference USA,8,END OF HALF,"{'seconds': 35, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",29,71,400934566,4009345668,Army,FBS Independents,1,False,2,"{'seconds': 35, 'minutes': 0}",0,100,4
8,5.0,2017.0,UTEP,Conference USA,9,TD,"{'minutes': 2, 'seconds': 21}",3,"{'minutes': 12, 'seconds': 31}",100,0,400934566,4009345669,Army,FBS Independents,5,True,3,"{'minutes': 14, 'seconds': 52}",27,73,73
10,5.0,2017.0,UTEP,Conference USA,11,TD,"{'minutes': 1, 'seconds': 33}",3,"{'minutes': 8, 'seconds': 47}",100,0,400934566,40093456611,Army,FBS Independents,3,True,3,"{'minutes': 10, 'seconds': 20}",45,55,55
12,5.0,2017.0,UTEP,Conference USA,13,TD,"{'minutes': 6, 'seconds': 14}",4,"{'minutes': 13, 'seconds': 39}",100,0,400934566,40093456613,Army,FBS Independents,11,True,3,"{'minutes': 5, 'seconds': 2}",0,100,91
14,5.0,2017.0,UTEP,Conference USA,15,PUNT,"{'minutes': 3, 'seconds': 14}",4,"{'minutes': 7, 'seconds': 36}",19,81,400934566,40093456615,Army,FBS Independents,6,False,4,"{'minutes': 10, 'seconds': 50}",11,89,8
16,5.0,2017.0,UTEP,Conference USA,17,INT TD,"{'seconds': 49, 'minutes': 0}",4,"{'minutes': 5, 'seconds': 18}",55,45,400934566,40093456617,Army,FBS Independents,2,True,4,"{'minutes': 6, 'seconds': 7}",53,47,2
17,5.0,2017.0,UTEP,Conference USA,18,END OF GAME,"{'minutes': 5, 'seconds': 15}",4,"{'minutes': 0, 'seconds': 0}",90,10,400934566,40093456619,Army,FBS Independents,9,False,4,"{'minutes': 5, 'seconds': 15}",60,40,30
1,6.0,2017.0,Rice,Conference USA,2,INT,"{'minutes': 3, 'seconds': 10}",1,"{'minutes': 8, 'seconds': 33}",36,36,400934564,4009345642,Army,FBS Independents,6,False,1,"{'minutes': 11, 'seconds': 43}",49,49,13
3,6.0,2017.0,Rice,Conference USA,4,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 4, 'seconds': 40}",69,69,400934564,4009345644,Army,FBS Independents,4,False,1,"{'minutes': 6, 'seconds': 41}",89,89,20
6,6.0,2017.0,Rice,Conference USA,7,TD,"{'seconds': 38, 'minutes': 0}",1,"{'minutes': 2, 'seconds': 15}",0,0,400934564,4009345648,Army,FBS Independents,2,True,1,"{'minutes': 2, 'seconds': 53}",9,9,9
8,6.0,2017.0,Rice,Conference USA,9,TD,"{'seconds': 9, 'minutes': 0}",1,"{'minutes': 1, 'seconds': 53}",0,0,400934564,40093456410,Army,FBS Independents,1,True,1,"{'minutes': 2, 'seconds': 2}",23,23,23
10,6.0,2017.0,Rice,Conference USA,11,TD,"{'minutes': 1, 'seconds': 3}",2,"{'minutes': 14, 'seconds': 56}",0,0,400934564,40093456412,Army,FBS Independents,3,True,1,"{'seconds': 59, 'minutes': 0}",67,67,67
12,6.0,2017.0,Rice,Conference USA,13,TD,"{'minutes': 3, 'seconds': 58}",2,"{'minutes': 7, 'seconds': 2}",0,0,400934564,40093456414,Army,FBS Independents,7,True,2,"{'minutes': 11, 'seconds': 0}",79,79,79
14,6.0,2017.0,Rice,Conference USA,15,PUNT,"{'minutes': 2, 'seconds': 8}",2,"{'minutes': 2, 'seconds': 18}",56,56,400934564,40093456416,Army,FBS Independents,4,False,2,"{'minutes': 4, 'seconds': 26}",74,74,18
16,6.0,2017.0,Rice,Conference USA,17,END OF HALF,"{'seconds': 33, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",77,77,400934564,40093456418,Army,FBS Independents,1,False,2,"{'seconds': 33, 'minutes': 0}",80,80,3
17,6.0,2017.0,Rice,Conference USA,18,PUNT,"{'minutes': 2, 'seconds': 11}",3,"{'minutes': 12, 'seconds': 49}",67,67,400934564,40093456419,Army,FBS Independents,3,False,3,"{'minutes': 15, 'seconds': 0}",75,75,8
19,6.0,2017.0,Rice,Conference USA,20,TD,"{'minutes': 5, 'seconds': 25}",3,"{'minutes': 4, 'seconds': 18}",0,0,400934564,40093456421,Army,FBS Independents,11,True,3,"{'minutes': 9, 'seconds': 43}",75,75,75
21,6.0,2017.0,Rice,Conference USA,22,TD,"{'minutes': 7, 'seconds': 43}",4,"{'minutes': 10, 'seconds': 36}",0,0,400934564,40093456423,Army,FBS Independents,15,True,3,"{'minutes': 3, 'seconds': 19}",52,52,52
23,6.0,2017.0,Rice,Conference USA,24,PUNT,"{'minutes': 2, 'seconds': 37}",4,"{'minutes': 5, 'seconds': 18}",77,77,400934564,40093456425,Army,FBS Independents,3,False,4,"{'minutes': 7, 'seconds': 55}",75,75,-2
25,6.0,2017.0,Rice,Conference USA,26,END OF GAME,"{'minutes': 4, 'seconds': 32}",4,"{'minutes': 0, 'seconds': 0}",11,11,400934564,40093456427,Army,FBS Independents,8,False,4,"{'minutes': 4, 'seconds': 32}",68,68,57
1,7.0,2017.0,Eastern Michigan,Mid-American,2,TD,"{'minutes': 9, 'seconds': 0}",1,"{'minutes': 2, 'seconds': 26}",100,0,400934567,4009345672,Army,FBS Independents,14,True,1,"{'minutes': 11, 'seconds': 26}",7,93,93
3,7.0,2017.0,Eastern Michigan,Mid-American,4,TD,"{'minutes': 6, 'seconds': 20}",2,"{'minutes': 8, 'seconds': 9}",100,0,400934567,4009345674,Army,FBS Independents,11,True,2,"{'minutes': 14, 'seconds': 29}",25,75,75
5,7.0,2017.0,Eastern Michigan,Mid-American,6,PUNT,"{'minutes': 2, 'seconds': 47}",2,"{'minutes': 2, 'seconds': 40}",28,72,400934567,4009345676,Army,FBS Independents,4,False,2,"{'minutes': 5, 'seconds': 27}",9,91,19
7,7.0,2017.0,Eastern Michigan,Mid-American,8,DOWNS,"{'minutes': 1, 'seconds': 26}",2,"{'minutes': 0, 'seconds': 0}",67,33,400934567,4009345678,Army,FBS Independents,7,False,2,"{'minutes': 1, 'seconds': 26}",48,52,19
8,7.0,2017.0,Eastern Michigan,Mid-American,9,DOWNS,"{'minutes': 3, 'seconds': 44}",3,"{'minutes': 11, 'seconds': 9}",57,43,400934567,40093456710,Army,FBS Independents,6,False,3,"{'minutes': 14, 'seconds': 53}",65,35,31
10,7.0,2017.0,Eastern Michigan,Mid-American,11,TD,"{'minutes': 4, 'seconds': 1}",3,"{'minutes': 4, 'seconds': 53}",100,0,400934567,40093456712,Army,FBS Independents,7,True,3,"{'minutes': 8, 'seconds': 54}",6,94,94
12,7.0,2017.0,Eastern Michigan,Mid-American,13,TD,"{'minutes': 8, 'seconds': 59}",4,"{'minutes': 5, 'seconds': 6}",100,0,400934567,40093456714,Army,FBS Independents,16,True,4,"{'minutes': 14, 'seconds': 5}",65,35,83
14,7.0,2017.0,Eastern Michigan,Mid-American,15,END OF GAME,"{'seconds': 48, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",63,37,400934567,40093456716,Army,FBS Independents,1,False,4,"{'seconds': 48, 'minutes': 0}",65,35,4
1,8.0,2017.0,Temple,American Athletic,2,PUNT,"{'minutes': 3, 'seconds': 13}",1,"{'minutes': 8, 'seconds': 35}",50,50,400934568,4009345682,Army,FBS Independents,5,False,1,"{'minutes': 11, 'seconds': 48}",26,74,24
3,8.0,2017.0,Temple,American Athletic,4,TD,"{'minutes': 7, 'seconds': 7}",1,"{'seconds': 51, 'minutes': 0}",100,0,400934568,4009345684,Army,FBS Independents,12,True,1,"{'minutes': 7, 'seconds': 58}",32,68,68
5,8.0,2017.0,Temple,American Athletic,6,TD,"{'seconds': 54, 'minutes': 0}",2,"{'minutes': 12, 'seconds': 24}",100,0,400934568,4009345686,Army,FBS Independents,2,True,2,"{'minutes': 13, 'seconds': 18}",72,28,28
7,8.0,2017.0,Temple,American Athletic,8,PUNT,"{'minutes': 3, 'seconds': 37}",2,"{'minutes': 6, 'seconds': 28}",51,49,400934568,4009345688,Army,FBS Independents,5,False,2,"{'minutes': 10, 'seconds': 5}",25,75,26
9,8.0,2017.0,Temple,American Athletic,10,INT,"{'minutes': 3, 'seconds': 29}",2,"{'minutes': 0, 'seconds': 0}",56,44,400934568,40093456810,Army,FBS Independents,7,False,2,"{'minutes': 3, 'seconds': 29}",65,35,36
10,8.0,2017.0,Temple,American Athletic,11,PUNT,"{'minutes': 2, 'seconds': 8}",3,"{'minutes': 12, 'seconds': 40}",22,78,400934568,40093456812,Army,FBS Independents,3,False,3,"{'minutes': 14, 'seconds': 48}",65,35,5
12,8.0,2017.0,Temple,American Athletic,13,PUNT,"{'minutes': 2, 'seconds': 21}",3,"{'minutes': 3, 'seconds': 54}",12,88,400934568,40093456814,Army,FBS Independents,3,False,3,"{'minutes': 6, 'seconds': 15}",3,97,9
14,8.0,2017.0,Temple,American Athletic,15,PUNT,"{'minutes': 2, 'seconds': 10}",4,"{'minutes': 14, 'seconds': 42}",35,65,400934568,40093456816,Army,FBS Independents,5,False,3,"{'minutes': 1, 'seconds': 52}",20,80,15
16,8.0,2017.0,Temple,American Athletic,17,PUNT,"{'minutes': 1, 'seconds': 56}",4,"{'minutes': 11, 'seconds': 25}",25,75,400934568,40093456818,Army,FBS Independents,3,False,4,"{'minutes': 13, 'seconds': 21}",25,75,0
18,8.0,2017.0,Temple,American Athletic,19,TD,"{'minutes': 2, 'seconds': 40}",4,"{'minutes': 4, 'seconds': 54}",100,0,400934568,40093456820,Army,FBS Independents,5,True,4,"{'minutes': 7, 'seconds': 34}",20,80,80
20,8.0,2017.0,Temple,American Athletic,21,TD,"{'minutes': 1, 'seconds': 31}",4,"{'minutes': 0, 'seconds': 0}",100,0,400934568,40093456822,Army,FBS Independents,14,True,4,"{'minutes': 1, 'seconds': 31}",65,35,79
21,8.0,2017.0,Temple,American Athletic,22,POSSESSION (FOR OT DRIVES),"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",49,51,400934568,40093456823,Army,FBS Independents,0,False,4,"{'minutes': 0, 'seconds': 0}",49,51,0
22,8.0,2017.0,Temple,American Athletic,23,FG,"{'minutes': 0, 'seconds': 0}",5,"{'minutes': 0, 'seconds': 0}",88,12,400934568,40093456824,Army,FBS Independents,5,True,5,"{'minutes': 0, 'seconds': 0}",75,25,13
0,10.0,2017.0,Air Force,Mountain West,1,TD,"{'minutes': 2, 'seconds': 39}",1,"{'minutes': 12, 'seconds': 21}",0,0,400934569,4009345691,Army,FBS Independents,5,True,1,"{'minutes': 15, 'seconds': 0}",75,75,75
2,10.0,2017.0,Air Force,Mountain West,3,MISSED FG,"{'minutes': 7, 'seconds': 32}",2,"{'minutes': 14, 'seconds': 56}",13,13,400934569,4009345693,Army,FBS Independents,12,False,1,"{'minutes': 7, 'seconds': 28}",70,70,57
4,10.0,2017.0,Air Force,Mountain West,5,TD,"{'minutes': 5, 'seconds': 17}",2,"{'minutes': 6, 'seconds': 18}",0,0,400934569,4009345695,Army,FBS Independents,9,True,2,"{'minutes': 11, 'seconds': 35}",78,78,78
6,10.0,2017.0,Air Force,Mountain West,7,END OF HALF,"{'seconds': 53, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",61,61,400934569,4009345697,Army,FBS Independents,3,False,2,"{'seconds': 53, 'minutes': 0}",77,77,16
8,10.0,2017.0,Air Force,Mountain West,9,DOWNS,"{'minutes': 10, 'seconds': 42}",3,"{'seconds': 50, 'minutes': 0}",22,22,400934569,4009345699,Army,FBS Independents,16,False,3,"{'minutes': 11, 'seconds': 32}",95,95,73
10,10.0,2017.0,Air Force,Mountain West,11,TD,"{'minutes': 7, 'seconds': 44}",4,"{'minutes': 1, 'seconds': 58}",0,0,400934569,40093456911,Army,FBS Independents,14,True,4,"{'minutes': 9, 'seconds': 42}",84,84,84
