,Week,Year,away,clock,defense,defense_conference,defense_score,defense_timeouts,distance,down,drive_id,drive_number,game_id,home,id,offense,offense_conference,offense_score,offense_timeouts,period,play_number,play_text,play_type,ppa,scoring,yard_line,yards_gained,yards_to_goal
119,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,10,1,40076049517,16,400760495,Army,400760495103928009,Army,FBS Independents,7,3,3,9,Matt Giachinta run for 5 yds to the Buckn 13,Rush,0.074296967756130,False,82,5,18
120,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,5,2,40076049517,16,400760495,Army,400760495103928010,Army,FBS Independents,7,3,3,10,A.J. Schurr run for a loss of 1 yard to the Buckn 14,Rush,-0.467662276373453,False,87,-1,13
121,7.0,2015.0,Bucknell,"{'minutes': 7, 'seconds': 19}",Bucknell,,14,3,6,3,40076049517,16,400760495,Army,400760495103928011,Army,FBS Independents,7,3,3,11,A.J. Schurr run for 11 yds to the Buckn 3 for a 1ST down,Rush,1.520706284956577,False,86,11,14
122,7.0,2015.0,Bucknell,"{'minutes': 1, 'seconds': 43}",Bucknell,,14,3,3,1,40076049517,16,400760495,Army,400760495103985601,Army,FBS Independents,14,3,3,12,"A.J. Schurr run for 3 yds for a TD, (Daniel Grochowski KICK)",Rushing Touchdown,1.464451732731337,True,97,3,3
123,7.0,2015.0,Bucknell,"{'minutes': 1, 'seconds': 43}",Bucknell,,14,3,0,1,40076049518,17,400760495,Army,400760495103985603,Army,FBS Independents,14,3,3,1,"Daniel Grochowski kickoff for 62 yds , Nick O'Brien return for 22 yds to the Buckn 25",Kickoff,,False,35,22,65
133,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,10,1,40076049519,18,400760495,Army,400760495104855701,Army,FBS Independents,14,3,4,1,Matt Giachinta run for 2 yds to the Army 25,Rush,-0.41522254917671026,False,23,2,77
134,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,8,2,40076049519,18,400760495,Army,400760495104855703,Army,FBS Independents,14,3,4,2,A.J. Schurr run for 7 yds to the Army 32,Rush,0.39912720905309486,False,25,7,75
135,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,1,3,40076049519,18,400760495,Army,400760495104855704,Army,FBS Independents,14,3,4,3,A.J. Schurr run for 3 yds to the Army 35 for a 1ST down,Rush,0.9837354236216775,False,32,3,68
136,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,10,1,40076049519,18,400760495,Army,400760495104855705,Army,FBS Independents,14,3,4,4,A.J. Schurr run for 7 yds to the Army 32,Rush,0.7081222799232592,False,35,7,65
137,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,4,3,40076049519,18,400760495,Army,400760495104855707,Army,FBS Independents,14,3,4,5,A.J. Schurr run for 1 yd to the Army 42,Rush,-0.5992580587230752,False,41,1,59
138,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,10,1,40076049519,18,400760495,Army,400760495104855710,Army,FBS Independents,14,3,4,6,A.J. Schurr run for 3 yds to the Army 38,Rush,-0.4062307312880424,False,35,3,65
139,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,7,2,40076049519,18,400760495,Army,400760495104855711,Army,FBS Independents,14,3,4,7,A.J. Schurr run for 3 yds to the Army 41,Rush,-0.3583529414065216,False,38,3,62
140,7.0,2015.0,Bucknell,"{'minutes': 14, 'seconds': 42}",Bucknell,,14,3,3,4,40076049519,18,400760495,Army,400760495104855713,Army,FBS Independents,14,3,4,8,"Alex Tardieu punt for 24 yds, punt out-of-bounds at the Buckn 34",Punt,,False,42,0,58
146,7.0,2015.0,Bucknell,"{'minutes': 8, 'seconds': 49}",Bucknell,,14,3,21,2,40076049521,20,400760495,Army,400760495104915002,Army,FBS Independents,14,3,4,1,A.J. Schurr pass incomplete to DeAndre Bell,Pass Incompletion,-0.15440968428723245,False,29,0,71
147,7.0,2015.0,Bucknell,"{'minutes': 8, 'seconds': 49}",Bucknell,,14,3,10,1,40076049521,20,400760495,Army,400760495104915005,Army,FBS Independents,14,3,4,2,"A.J. Schurr run for a loss of 5 yards to the Army 29 A.J. Schurr fumbled, recovered by Army John Trainor",Fumble Recovery (Own),-1.91492791154481793,False,40,-5,60
148,7.0,2015.0,Bucknell,"{'minutes': 8, 'seconds': 49}",Bucknell,,14,3,21,3,40076049521,20,400760495,Army,400760495104915007,Army,FBS Independents,14,3,4,3,A.J. Schurr run for 5 yds to the Army 34,Rush,0.00544720684887867,False,29,5,71
149,7.0,2015.0,Bucknell,"{'minutes': 8, 'seconds': 49}",Bucknell,,14,3,16,4,40076049521,20,400760495,Army,400760495104915008,Army,FBS Independents,14,3,4,4,"Alex Tardieu punt for 37 yds, downed at the Buckn 29",Punt,,False,34,0,66
155,7.0,2015.0,Bucknell,"{'minutes': 5, 'seconds': 35}",Bucknell,,14,3,10,1,40076049523,22,400760495,Army,400760495104946401,Army,FBS Independents,14,3,4,1,A.J. Schurr run for 7 yds to the Army 32,Rush,0.6046424600863380,False,25,7,75
156,7.0,2015.0,Bucknell,"{'minutes': 4, 'seconds': 44}",Bucknell,,14,3,3,2,40076049523,22,400760495,Army,400760495104955501,Army,FBS Independents,21,3,4,2,"A.J. Schurr pass complete to Edgar Poe for 68 yds for a TD, (Daniel Grochowski KICK)",Passing Touchdown,5.4731126596349835,True,32,68,68
157,7.0,2015.0,Bucknell,"{'minutes': 4, 'seconds': 44}",Bucknell,,14,3,0,1,40076049524,23,400760495,Army,400760495104955505,Army,FBS Independents,21,3,4,1,Daniel Grochowski kickoff for 65 yds for a touchback,Kickoff,,False,35,0,65
159,7.0,2015.0,Bucknell,"{'minutes': 4, 'seconds': 33}",Bucknell,,14,3,10,1,40076049525,24,400760495,Army,400760495104956601,Army,FBS Independents,21,3,4,1,Matt Giachinta run for 5 yds to the Army 43,Rush,0.1104483361431646,False,38,5,62
160,7.0,2015.0,Bucknell,"{'minutes': 4, 'seconds': 33}",Bucknell,,14,3,5,2,40076049525,24,400760495,Army,400760495104956602,Army,FBS Independents,21,3,4,2,Jordan Asberry run for 31 yds to the Buckn 26 for a 1ST down,Rush,2.1225531821281455,False,43,31,57
161,7.0,2015.0,Bucknell,"{'minutes': 4, 'seconds': 33}",Bucknell,,14,3,10,1,40076049525,24,400760495,Army,400760495104956603,Army,FBS Independents,21,3,4,3,Drue Harris run for 2 yds to the Buckn 24,Rush,-0.2528871890516275,False,74,2,26
162,7.0,2015.0,Bucknell,"{'minutes': 4, 'seconds': 33}",Bucknell,,14,3,8,2,40076049525,24,400760495,Army,400760495104956604,Army,FBS Independents,21,3,4,4,A.J. Schurr run for 2 yds to the Buckn 22,Rush,-0.2901042326502146,False,76,2,24
163,7.0,2015.0,Bucknell,"{'minutes': 2, 'seconds': 23}",Bucknell,,14,2,6,3,40076049525,24,400760495,Army,400760495104977601,Army,FBS Independents,21,3,4,5,"Timeout BUCKNELL, clock 02:23",Timeout,,False,78,0,22
164,7.0,2015.0,Bucknell,"{'minutes': 2, 'seconds': 23}",Bucknell,,14,2,6,3,40076049525,24,400760495,Army,400760495104977602,Army,FBS Independents,21,3,4,6,A.J. Schurr run for 5 yds to the Buckn 17,Rush,0.0496671476680603,False,78,5,22
165,7.0,2015.0,Bucknell,"{'minutes': 2, 'seconds': 17}",Bucknell,,14,1,1,4,40076049525,24,400760495,Army,400760495104978201,Army,FBS Independents,21,3,4,7,"Timeout BUCKNELL, clock 02:17",Timeout,,False,83,0,17
166,7.0,2015.0,Bucknell,"{'minutes': 2, 'seconds': 17}",Bucknell,,14,1,1,4,40076049525,24,400760495,Army,400760495104978202,Army,FBS Independents,21,3,4,8,A.J. Schurr run for 2 yds to the Buckn 15 for a 1ST down,Rush,0.6551273068768793,False,83,2,17
167,7.0,2015.0,Bucknell,"{'minutes': 2, 'seconds': 17}",Bucknell,,14,1,10,1,40076049525,24,400760495,Army,400760495104978203,Army,FBS Independents,21,3,4,9,Drue Harris run for 1 yd to the Buckn 14,Rush,-0.251326626718430,False,85,1,15
168,7.0,2015.0,Bucknell,"{'minutes': 2, 'seconds': 17}",Bucknell,,14,1,9,2,40076049525,24,400760495,Army,400760495104978204,Army,FBS Independents,21,3,4,10,Matt Giachinta run for 5 yds to the Buckn 9,Rush,0.045276659042724,False,86,5,14
169,7.0,2015.0,Bucknell,"{'minutes': 2, 'seconds': 17}",Bucknell,,14,1,4,3,40076049525,24,400760495,Army,400760495104978205,Army,FBS Independents,21,3,4,11,A.J. Schurr run for 2 yds to the Buckn 7,Rush,-0.188599399659987,False,91,2,9
170,7.0,2015.0,Bucknell,"{'seconds': 12, 'minutes': 0}",Bucknell,,14,0,2,4,40076049525,24,400760495,Army,400760495104998701,Army,FBS Independents,21,3,4,12,"Timeout BUCKNELL, clock 00:12",Timeout,,False,93,0,7
171,7.0,2015.0,Bucknell,"{'seconds': 12, 'minutes': 0}",Bucknell,,14,0,2,4,40076049525,24,400760495,Army,400760495104998702,Army,FBS Independents,21,3,4,13,A.J. Schurr run for 2 yds to the Buckn 5 for a 1ST down,Rush,,False,93,2,7
172,7.0,2015.0,Bucknell,"{'minutes': 0, 'seconds': 0}",Bucknell,,14,0,0,0,40076049525,24,400760495,Army,400760495104999902,Army,FBS Independents,21,3,4,14,End of 4th Quarter,End of Game,,False,0,0,100
0,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,0,3,10,1,4007604961,1,400760496,Rice,400760496101849902,Army,FBS Independents,0,3,1,1,"Daniel Grochowski kickoff for 65 yds , Austin Walter return for 36 yds to the Rice 36",Kickoff,,False,65,36,65
6,8.0,2015.0,Army,"{'minutes': 13, 'seconds': 38}",Rice,Conference USA,7,3,10,1,4007604962,2,400760496,Rice,400760496101866104,Army,FBS Independents,0,3,1,2,"RICE Penalty, Defensive offside (5 Yards) to the Army 24",Penalty,,False,81,5,81
7,8.0,2015.0,Army,"{'minutes': 13, 'seconds': 38}",Rice,Conference USA,7,3,5,1,4007604962,2,400760496,Rice,400760496101866105,Army,FBS Independents,0,3,1,3,"A.J. Schurr run for a loss of 1 yard to the Army 23 A.J. Schurr fumbled, forced by Brian Womac, recovered by Rice Destri White",Fumble Recovery (Opponent),,False,76,-1,76
11,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,10,1,4007604964,4,400760496,Rice,400760496101875204,Army,FBS Independents,0,3,1,2,Aaron Kemper run for 1 yd to the Army 23,Rush,-0.51421952939679995,False,78,1,78
12,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,9,2,4007604964,4,400760496,Rice,400760496101875205,Army,FBS Independents,0,3,1,3,Jordan Asberry run for 14 yds to the Army 37 for a 1ST down,Rush,1.73569353816017195,False,77,14,77
13,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,10,1,4007604964,4,400760496,Rice,400760496101875206,Army,FBS Independents,0,3,1,4,Aaron Kemper run for no gain to the Army 37,Rush,-1.0657010802154590,False,63,0,63
14,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,10,2,4007604964,4,400760496,Rice,400760496101875207,Army,FBS Independents,0,3,1,5,A.J. Schurr run for 9 yds to the Army 46,Rush,1.0101008668077496,False,63,9,63
15,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,1,3,4007604964,4,400760496,Rice,400760496101875208,Army,FBS Independents,0,3,1,6,Aaron Kemper run for 10 yds to the Rice 44 for a 1ST down,Rush,1.6932286494754383,False,54,10,54
16,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,10,1,4007604964,4,400760496,Rice,400760496101875209,Army,FBS Independents,0,3,1,7,Matt Giachinta run for no gain to the Rice 44,Rush,-0.9690270974076257,False,44,0,44
17,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,10,2,4007604964,4,400760496,Rice,400760496101875210,Army,FBS Independents,0,3,1,8,A.J. Schurr run for 3 yds to the Rice 41,Rush,-0.3893073610567245,False,44,3,44
18,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,7,3,4007604964,4,400760496,Rice,400760496101875211,Army,FBS Independents,0,3,1,9,"Aaron Kemper run for no gain to the Rice 41 for a 1ST down RICE Penalty, personal foul (Derek Brown) to the Rice 26 for a 1ST down",Rush,2.0512146935661910,False,41,15,41
19,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,10,1,4007604964,4,400760496,Rice,400760496101875212,Army,FBS Independents,0,3,1,10,A.J. Schurr pass incomplete,Pass Incompletion,-0.4710467974920665,False,26,0,26
20,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,10,2,4007604964,4,400760496,Rice,400760496101875213,Army,FBS Independents,0,3,1,11,"A.J. Schurr run for a loss of 1 yard to the Rice 27 A.J. Schurr fumbled, recovered by Army A.J. Schurr",Fumble Recovery (Own),-0.8085410762284315,False,26,-1,26
21,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,11,3,4007604964,4,400760496,Rice,400760496101875214,Army,FBS Independents,0,3,1,12,A.J. Schurr pass incomplete to Matt Giachinta,Pass Incompletion,-0.9496487849893462,False,27,0,27
22,8.0,2015.0,Army,"{'minutes': 12, 'seconds': 47}",Rice,Conference USA,14,3,11,4,4007604964,4,400760496,Rice,400760496101875215,Army,FBS Independents,0,3,1,13,A.J. Schurr pass complete to Kelvin White for 2 yds to the Rice 25,Pass Reception,-2.0507612188819753,False,27,2,27
30,8.0,2015.0,Army,"{'minutes': 4, 'seconds': 33}",Rice,Conference USA,14,3,10,1,4007604966,6,400760496,Rice,400760496101956601,Army,FBS Independents,0,3,1,1,Drue Harris run for 3 yds to the Army 22,Rush,-0.2256553240907335,False,81,3,81
31,8.0,2015.0,Army,"{'minutes': 4, 'seconds': 33}",Rice,Conference USA,14,3,7,2,4007604966,6,400760496,Rice,400760496101956602,Army,FBS Independents,0,3,1,2,A.J. Schurr run for a loss of 2 yards to the Army 20,Rush,-0.5153061679249635,False,78,-2,78
32,8.0,2015.0,Army,"{'minutes': 4, 'seconds': 33}",Rice,Conference USA,14,3,9,3,4007604966,6,400760496,Rice,400760496101956603,Army,FBS Independents,0,3,1,3,A.J. Schurr pass incomplete to Edgar Poe,Pass Incompletion,-0.1306925763398139,False,80,0,80
33,8.0,2015.0,Army,"{'minutes': 4, 'seconds': 33}",Rice,Conference USA,14,3,9,4,4007604966,6,400760496,Rice,400760496101956604,Army,FBS Independents,0,3,1,4,"Alex Tardieu punt for 51 yds , Samuel Stewart returns for 1 yd to the Rice 21 ARMY Penalty, personal foul (-15 Yards) to the Rice 45",Punt,,False,80,1,80
39,8.0,2015.0,Army,"{'minutes': 1, 'seconds': 9}",Rice,Conference USA,14,3,10,1,4007604968,8,400760496,Rice,400760496101989001,Army,FBS Independents,0,3,1,1,A.J. Schurr run for no gain to the Army 3,Rush,-0.26015062967672442,False,97,0,97
40,8.0,2015.0,Army,"{'minutes': 1, 'seconds': 9}",Rice,Conference USA,14,3,10,2,4007604968,8,400760496,Rice,400760496101989002,Army,FBS Independents,0,3,1,2,A.J. Schurr run for 71 yds to the Rice 26 for a 1ST down,Rush,4.49766706900844505,False,97,71,97
41,8.0,2015.0,Army,"{'minutes': 0, 'seconds': 0}",Rice,Conference USA,14,3,10,0,4007604968,8,400760496,Rice,400760496101989003,Army,FBS Independents,0,3,1,3,End of 1st Quarter,End Period,,False,0,0,0
42,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,14,3,10,1,4007604968,8,400760496,Rice,400760496102849901,Army,FBS Independents,0,3,2,4,A.J. Schurr run for 3 yds to the Rice 23,Rush,-0.1464938748677045,False,26,3,26
43,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,14,3,7,2,4007604968,8,400760496,Rice,400760496102849902,Army,FBS Independents,0,3,2,5,Aaron Kemper run for 4 yds to the Rice 19,Rush,-0.0482578838811585,False,23,4,23
44,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,14,3,3,3,4007604968,8,400760496,Rice,400760496102849903,Army,FBS Independents,0,3,2,6,A.J. Schurr run for 3 yds to the Rice 16 for a 1ST down,Rush,,False,19,3,19
45,8.0,2015.0,Army,"{'minutes': 13, 'seconds': 14}",Rice,Conference USA,14,3,10,1,4007604968,8,400760496,Rice,400760496102868501,Army,FBS Independents,7,3,2,7,"A.J. Schurr pass complete to DeAndre Bell for 16 yds for a TD, (Daniel Grochowski KICK)",Passing Touchdown,2.5687227212923744,True,16,16,16
46,8.0,2015.0,Army,"{'minutes': 13, 'seconds': 14}",Rice,Conference USA,14,3,0,1,4007604969,9,400760496,Rice,400760496102868503,Army,FBS Independents,7,3,2,1,Daniel Grochowski kickoff for 65 yds for a touchback,Kickoff,,False,65,0,65
54,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 49}",Rice,Conference USA,14,3,10,1,40076049610,10,400760496,Rice,400760496102895001,Army,FBS Independents,7,3,2,1,Drue Harris run for 2 yds to the Army 13,Rush,-0.2372839573757099524,False,89,2,89
55,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 9}",Rice,Conference USA,14,3,8,2,40076049610,10,400760496,Rice,400760496102899001,Army,FBS Independents,7,2,2,2,"Timeout ARMY, clock 10:09",Timeout,,False,87,0,87
56,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 9}",Rice,Conference USA,14,3,8,2,40076049610,10,400760496,Rice,400760496102899002,Army,FBS Independents,7,2,2,3,John Trainor run for 4 yds to the Army 17,Rush,-0.0330638794479147776,False,87,4,87
57,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 9}",Rice,Conference USA,14,3,4,3,40076049610,10,400760496,Rice,400760496102899003,Army,FBS Independents,7,2,2,4,Nicholas Black run for 4 yds to the Army 21 for a 1ST down,Rush,,False,83,4,83
58,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 9}",Rice,Conference USA,14,3,10,1,40076049610,10,400760496,Rice,400760496102899004,Army,FBS Independents,7,2,2,5,Drue Harris run for 2 yds to the Army 23,Rush,-0.3794776766448038,False,79,2,79
59,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 9}",Rice,Conference USA,14,3,8,2,40076049610,10,400760496,Rice,400760496102899005,Army,FBS Independents,7,2,2,6,Nicholas Black run for a loss of 1 yard to the Army 22,Rush,-0.43924579431212417,False,77,-1,77
60,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 9}",Rice,Conference USA,14,3,9,3,40076049610,10,400760496,Rice,400760496102899006,Army,FBS Independents,7,2,2,7,A.J. Schurr pass incomplete to DeAndre Bell,Pass Incompletion,-0.14741647010293857,False,78,0,78
61,8.0,2015.0,Army,"{'minutes': 10, 'seconds': 9}",Rice,Conference USA,14,3,9,4,40076049610,10,400760496,Rice,400760496102899007,Army,FBS Independents,7,2,2,8,"Alex Tardieu punt for 36 yds, downed at the Rice 42",Punt,,False,78,0,78
72,8.0,2015.0,Army,"{'minutes': 3, 'seconds': 43}",Rice,Conference USA,21,2,10,1,40076049612,12,400760496,Rice,400760496102965604,Army,FBS Independents,7,2,2,2,Aaron Kemper run for 69 yds to the Rice 6 for a 1ST down,Rush,4.0252653486560445,False,75,69,75
73,8.0,2015.0,Army,"{'minutes': 3, 'seconds': 1}",Rice,Conference USA,21,2,6,1,40076049612,12,400760496,Rice,400760496102969801,Army,FBS Independents,14,2,2,3,"A.J. Schurr run for 6 yds for a TD, (Daniel Grochowski KICK)",Rushing Touchdown,2.052489771065277,True,6,6,6
74,8.0,2015.0,Army,"{'minutes': 3, 'seconds': 1}",Rice,Conference USA,21,2,0,1,40076049613,13,400760496,Rice,400760496102969803,Army,FBS Independents,14,2,2,1,"Daniel Grochowski kickoff for 65 yds , Austin Walter return for 14 yds to the Rice 49 RICE Penalty, illegal block (Emmanuel Ellerbee) to the Rice 7",Kickoff,,False,65,14,65
86,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,10,1,40076049614,14,400760496,Rice,400760496103849902,Army,FBS Independents,14,3,3,2,A.J. Schurr run for 5 yds to the Army 30,Rush,0.0945451165334843,False,75,5,75
87,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,5,2,40076049614,14,400760496,Rice,400760496103849903,Army,FBS Independents,14,3,3,3,Aaron Kemper run for 6 yds to the Army 36 for a 1ST down,Rush,0.8360173954125062,False,70,6,70
88,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,10,1,40076049614,14,400760496,Rice,400760496103849904,Army,FBS Independents,14,3,3,4,A.J. Schurr run for 5 yds to the Army 41,Rush,0.1095374979928448,False,64,5,64
89,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,5,2,40076049614,14,400760496,Rice,400760496103849905,Army,FBS Independents,14,3,3,5,Aaron Kemper run for 3 yds to the Army 44,Rush,-0.4292418632246822,False,59,3,59
90,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,2,3,40076049614,14,400760496,Rice,400760496103849906,Army,FBS Independents,14,3,3,6,A.J. Schurr run for 3 yds to the Army 47 for a 1ST down,Rush,1.3715975394338607,False,56,3,56
91,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,10,1,40076049614,14,400760496,Rice,400760496103849907,Army,FBS Independents,14,3,3,7,A.J. Schurr run for a loss of 1 yard to the Army 46,Rush,-1.3819650263078725,False,53,-1,53
92,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,11,2,40076049614,14,400760496,Rice,400760496103849908,Army,FBS Independents,14,3,3,8,John Trainor run for 9 yds to the Rice 45,Rush,1.0677100055363552,False,54,9,54
93,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,2,3,40076049614,14,400760496,Rice,400760496103849909,Army,FBS Independents,14,3,3,9,A.J. Schurr run for no gain to the Rice 45,Rush,-1.1588553753149922,False,45,0,45
94,8.0,2015.0,Army,"{'minutes': 15, 'seconds': 0}",Rice,Conference USA,24,3,2,4,40076049614,14,400760496,Rice,400760496103849910,Army,FBS Independents,14,3,3,10,A.J. Schurr run for a loss of 2 yards to the Rice 47,Rush,-1.4315901703401828,False,45,-2,45
99,8.0,2015.0,Army,"{'minutes': 8, 'seconds': 31}",Rice,Conference USA,24,3,10,1,40076049616,16,400760496,Rice,400760496103916801,Army,FBS Independents,14,3,3,1,Jordan Asberry run for 8 yds to the Army 28,Rush,0.7987441096809143,False,80,8,80
100,8.0,2015.0,Army,"{'minutes': 8, 'seconds': 31}",Rice,Conference USA,24,3,2,2,40076049616,16,400760496,Rice,400760496103916802,Army,FBS Independents,14,3,3,2,Matt Giachinta run for 6 yds to the Army 34 for a 1ST down,Rush,0.2505442961945743,False,72,6,72
101,8.0,2015.0,Army,"{'minutes': 8, 'seconds': 31}",Rice,Conference USA,24,3,10,1,40076049616,16,400760496,Rice,400760496103916803,Army,FBS Independents,14,3,3,3,"A.J. Schurr pass incomplete to John Trainor, broken up by Ryan Pollard",Pass Incompletion,-0.9864556271674072,False,66,0,66
