,Week,Year,away,clock,defense,defense_conference,defense_score,defense_timeouts,distance,down,drive_id,drive_number,game_id,home,id,offense,offense_conference,offense_score,offense_timeouts,period,play_number,play_text,play_type,ppa,scoring,yard_line,yards_gained,yards_to_goal
142,5.0,2018.0,Army,"{'minutes': 6, 'seconds': 57}",Buffalo,Mid-American,13,2,0,1,40101336918,17,401013369,Buffalo,401013369104934203,Army,FBS Independents,42,2,4,1,Landon Salyers kickoff for 65 yds for a touchback,Kickoff,,False,65,0,65
150,5.0,2018.0,Army,"{'minutes': 3, 'seconds': 23}",Buffalo,Mid-American,13,2,10,1,40101336919,18,401013369,Buffalo,401013369104967601,Army,FBS Independents,42,2,4,1,Max Regan run for 6 yds to the Army 41,Rush,0.3983464844048346,False,65,6,65
151,5.0,2018.0,Army,"{'minutes': 3, 'seconds': 23}",Buffalo,Mid-American,13,2,4,2,40101336919,18,401013369,Buffalo,401013369104967602,Army,FBS Independents,42,2,4,2,Connor Slomka run for 5 yds to the Army 46 for a 1ST down,Rush,0.6594729886012922,False,59,5,59
152,5.0,2018.0,Army,"{'minutes': 3, 'seconds': 23}",Buffalo,Mid-American,13,2,10,1,40101336919,18,401013369,Buffalo,401013369104967603,Army,FBS Independents,42,2,4,3,Zach Potter run for 6 yds to the Buff 48,Rush,0.374950753061633,False,54,6,54
153,5.0,2018.0,Army,"{'minutes': 3, 'seconds': 23}",Buffalo,Mid-American,13,2,4,2,40101336919,18,401013369,Buffalo,401013369104967604,Army,FBS Independents,42,2,4,4,Max Regan run for 7 yds to the Buff 41 for a 1ST down,Rush,0.5694271587270556,False,48,7,48
154,5.0,2018.0,Army,"{'minutes': 3, 'seconds': 23}",Buffalo,Mid-American,13,2,10,1,40101336919,18,401013369,Buffalo,401013369104967605,Army,FBS Independents,42,2,4,5,Zach Potter run for 6 yds to the Buff 35,Rush,0.2724195167880144,False,41,6,41
155,5.0,2018.0,Army,"{'minutes': 0, 'seconds': 0}",Buffalo,Mid-American,13,2,4,0,40101336919,18,401013369,Buffalo,401013369104999902,Army,FBS Independents,42,2,4,6,End of 4th Quarter,End Period,,False,0,0,0
0,7.0,2018.0,Army,"{'minutes': 15, 'seconds': 0}",San José State,Mountain West,0,3,10,1,4010133701,1,401013370,San José State,401013370101849901,Army,FBS Independents,0,3,1,1,"Landon Salyers kickoff for 53 yds , Thai Cottrell return for 15 yds to the SJSt 27",Kickoff,,False,65,15,65
5,7.0,2018.0,Army,"{'minutes': 13, 'seconds': 36}",San José State,Mountain West,0,3,10,1,4010133702,2,401013370,San José State,401013370101866301,Army,FBS Independents,0,3,1,1,Darnell Woolfolk run for 2 yds to the Army 44,Rush,-0.6862345439609090,False,58,2,58
6,7.0,2018.0,Army,"{'minutes': 13, 'seconds': 36}",San José State,Mountain West,0,3,8,2,4010133702,2,401013370,San José State,401013370101866302,Army,FBS Independents,0,3,1,2,Kelvin Hopkins Jr. run for 11 yds to the SJSt 45 for a 1ST down,Rush,1.7714236709331565,False,56,11,56
7,7.0,2018.0,Army,"{'minutes': 13, 'seconds': 36}",San José State,Mountain West,0,3,10,1,4010133702,2,401013370,San José State,401013370101866303,Army,FBS Independents,0,3,1,3,Darnell Woolfolk run for no gain to the SJSt 45,Rush,-0.997770018980635,False,45,0,45
8,7.0,2018.0,Army,"{'minutes': 13, 'seconds': 36}",San José State,Mountain West,0,3,10,2,4010133702,2,401013370,San José State,401013370101866304,Army,FBS Independents,0,3,1,4,Kelvin Hopkins Jr. run for 1 yd to the SJSt 44,Rush,-0.8501473409052432,False,45,1,45
9,7.0,2018.0,Army,"{'minutes': 11, 'seconds': 39}",San José State,Mountain West,0,3,9,3,4010133702,2,401013370,San José State,401013370101886002,Army,FBS Independents,0,3,1,5,Luke Langdon run for 2 yds to the SJSt 42,Rush,-0.5705442114416073,False,44,2,44
10,7.0,2018.0,Army,"{'minutes': 11, 'seconds': 39}",San José State,Mountain West,0,3,7,4,4010133702,2,401013370,San José State,401013370101886003,Army,FBS Independents,0,3,1,6,"Zach Potter punt for 20 yds, downed at the SJSt 22",Punt,,False,42,0,42
28,7.0,2018.0,Army,"{'minutes': 4, 'seconds': 14}",San José State,Mountain West,3,3,10,1,4010133704,4,401013370,San José State,401013370101958503,Army,FBS Independents,0,3,1,2,Darnell Woolfolk run for 7 yds to the Army 32,Rush,0.6046424600863380,False,75,7,75
29,7.0,2018.0,Army,"{'minutes': 4, 'seconds': 14}",San José State,Mountain West,3,3,3,2,4010133704,4,401013370,San José State,401013370101958504,Army,FBS Independents,0,3,1,3,"ARMY Penalty, false start (-5 Yards) to the Army 27",Penalty,,False,68,-5,68
30,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 37}",San José State,Mountain West,3,3,8,2,4010133704,4,401013370,San José State,401013370101966202,Army,FBS Independents,0,3,1,4,Kelvin Hopkins Jr. run for 3 yds to the Army 30,Rush,-0.20658367621038831,False,73,3,73
31,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 37}",San José State,Mountain West,3,3,5,3,4010133704,4,401013370,San José State,401013370101966203,Army,FBS Independents,0,3,1,5,Kelvin Hopkins Jr. run for 5 yds to the Army 35 for a 1ST down,Rush,,False,70,5,70
32,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 37}",San José State,Mountain West,3,3,10,1,4010133704,4,401013370,San José State,401013370101966204,Army,FBS Independents,0,3,1,6,Connor Slomka run for 3 yds to the Army 38,Rush,-0.4062307312880424,False,65,3,65
33,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 22}",San José State,Mountain West,3,3,7,2,4010133704,4,401013370,San José State,401013370101987702,Army,FBS Independents,0,3,1,7,Kelvin Hopkins Jr. run for no gain to the Army 38,Rush,-0.86775359543550314,False,62,0,62
34,7.0,2018.0,Army,"{'seconds': 38, 'minutes': 0}",San José State,Mountain West,3,3,7,3,4010133704,4,401013370,San José State,401013370101996102,Army,FBS Independents,0,3,1,8,Kelvin Hopkins Jr. pass complete to Kell Walker for 13 yds to the SJSt 49 for a 1ST down,Pass Reception,2.75437078577763204,False,62,13,62
35,7.0,2018.0,Army,"{'seconds': 10, 'minutes': 0}",San José State,Mountain West,3,3,10,1,4010133704,4,401013370,San José State,401013370101998902,Army,FBS Independents,0,3,1,9,Kelvin Hopkins Jr. run for 3 yds to the SJSt 46,Rush,-0.3757323868132030,False,49,3,49
36,7.0,2018.0,Army,"{'minutes': 0, 'seconds': 0}",San José State,Mountain West,3,3,10,0,4010133704,4,401013370,San José State,401013370101998903,Army,FBS Independents,0,3,1,10,End of 1st Quarter,End Period,,False,0,0,0
37,7.0,2018.0,Army,"{'minutes': 15, 'seconds': 0}",San José State,Mountain West,3,3,7,2,4010133704,4,401013370,San José State,401013370102849902,Army,FBS Independents,0,3,2,11,"SAN JOSÉ ST Penalty, Defensive offside (5 Yards) to the SJSt 41",Penalty,,False,46,5,46
38,7.0,2018.0,Army,"{'minutes': 14, 'seconds': 53}",San José State,Mountain West,3,3,2,2,4010133704,4,401013370,San José State,401013370102854601,Army,FBS Independents,7,3,2,12,Kelvin Hopkins Jr. pass complete to Jordan Asberry for 41 yds for a TD (John Abercrombie KICK),Passing Touchdown,2.945420177175144,True,41,41,41
39,7.0,2018.0,Army,"{'minutes': 14, 'seconds': 53}",San José State,Mountain West,3,3,0,1,4010133705,5,401013370,San José State,401013370102854603,Army,FBS Independents,7,3,2,1,"Landon Salyers kickoff for 60 yds , Thai Cottrell return for 19 yds to the SJSt 24",Kickoff,,False,65,19,65
48,7.0,2018.0,Army,"{'minutes': 11, 'seconds': 35}",San José State,Mountain West,3,3,10,1,4010133706,6,401013370,San José State,401013370102886401,Army,FBS Independents,7,3,2,1,Darnell Woolfolk run for 5 yds to the Army 16,Rush,0.07118409266078807,False,89,5,89
49,7.0,2018.0,Army,"{'minutes': 11, 'seconds': 35}",San José State,Mountain West,3,3,5,2,4010133706,6,401013370,San José State,401013370102886402,Army,FBS Independents,7,3,2,2,Darnell Woolfolk run for 3 yds to the Army 19,Rush,-0.16804612664765628,False,84,3,84
50,7.0,2018.0,Army,"{'minutes': 11, 'seconds': 35}",San José State,Mountain West,3,3,2,3,4010133706,6,401013370,San José State,401013370102886403,Army,FBS Independents,7,3,2,3,Kelvin Hopkins Jr. run for 5 yds to the Army 24 for a 1ST down,Rush,0.71481599869874925,False,81,5,81
51,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 42}",San José State,Mountain West,3,3,10,1,4010133706,6,401013370,San José State,401013370102905702,Army,FBS Independents,7,3,2,4,Kelvin Hopkins Jr. run for 2 yds to the Army 26,Rush,-0.43374920863139545,False,76,2,76
52,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 42}",San José State,Mountain West,3,3,8,2,4010133706,6,401013370,San José State,401013370102905703,Army,FBS Independents,7,3,2,5,Calen Holt run for 2 yds to the Army 28,Rush,-0.29692832104282729,False,74,2,74
53,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 42}",San José State,Mountain West,3,3,6,3,4010133706,6,401013370,San José State,401013370102905704,Army,FBS Independents,7,3,2,6,Kelvin Hopkins Jr. pass incomplete to Calen Holt,Pass Incompletion,-0.29715509723272860,False,72,0,72
54,7.0,2018.0,Army,"{'minutes': 8, 'seconds': 12}",San José State,Mountain West,3,3,6,4,4010133706,6,401013370,San José State,401013370102918702,Army,FBS Independents,7,3,2,7,"Nick Schrage punt for 49 yds, fair catch by Thai Cottrell at the SJSt 23",Punt,,False,72,0,72
59,7.0,2018.0,Army,"{'minutes': 6, 'seconds': 34}",San José State,Mountain West,3,3,10,1,4010133708,8,401013370,San José State,401013370102936501,Army,FBS Independents,7,3,2,1,Kell Walker run for 4 yds to the Army 47,Rush,-0.1651640993405828,False,57,4,57
60,7.0,2018.0,Army,"{'minutes': 6, 'seconds': 34}",San José State,Mountain West,3,3,6,2,4010133708,8,401013370,San José State,401013370102936502,Army,FBS Independents,7,3,2,2,Kell Walker run for 3 yds to the 50 yard line,Rush,-0.4326134746581882,False,53,3,53
61,7.0,2018.0,Army,"{'minutes': 6, 'seconds': 34}",San José State,Mountain West,3,3,3,3,4010133708,8,401013370,San José State,401013370102936503,Army,FBS Independents,7,3,2,3,Kell Walker run for 10 yds to the SJSt 40 for a 1ST down,Rush,1.8740451275727565,False,50,10,50
62,7.0,2018.0,Army,"{'minutes': 5, 'seconds': 11}",San José State,Mountain West,3,3,10,1,4010133708,8,401013370,San José State,401013370102948802,Army,FBS Independents,7,3,2,4,Kell Walker run for 2 yds to the SJSt 38,Rush,-0.4549295700351248,False,40,2,40
63,7.0,2018.0,Army,"{'minutes': 5, 'seconds': 11}",San José State,Mountain West,3,3,8,2,4010133708,8,401013370,San José State,401013370102948803,Army,FBS Independents,7,3,2,5,Kell Walker run for 4 yds to the SJSt 34,Rush,-0.1213642296426940,False,38,4,38
64,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 26}",San José State,Mountain West,3,2,4,3,4010133708,8,401013370,San José State,401013370102967301,Army,FBS Independents,7,3,2,6,"Timeout SAN JOSÉ ST, clock 03:26",Timeout,,False,34,0,34
65,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 26}",San José State,Mountain West,3,2,4,3,4010133708,8,401013370,San José State,401013370102967302,Army,FBS Independents,7,3,2,7,Darnell Woolfolk run for 3 yds to the SJSt 31,Rush,-0.3435440730397409,False,34,3,34
66,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 26}",San José State,Mountain West,3,2,1,4,4010133708,8,401013370,San José State,401013370102967303,Army,FBS Independents,7,3,2,8,"Kelvin Hopkins Jr. run for 1 yd to the SJSt 30 for a 1ST down SAN JOSÉ ST Penalty, personal foul (Jesse Osuna) to the SJSt 15 for a 1ST down",Rush,1.5506879270898177,False,31,16,31
67,7.0,2018.0,Army,"{'minutes': 2, 'seconds': 40}",San José State,Mountain West,3,2,10,1,4010133708,8,401013370,San José State,401013370102975902,Army,FBS Independents,7,3,2,9,Kell Walker run for 8 yds to the SJSt 7,Rush,0.448246443804154,False,15,8,15
68,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 47}",San José State,Mountain West,3,1,2,2,4010133708,8,401013370,San José State,401013370102985201,Army,FBS Independents,7,3,2,10,"Timeout SAN JOSÉ ST, clock 01:47",Timeout,,False,7,0,7
69,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 47}",San José State,Mountain West,3,1,2,2,4010133708,8,401013370,San José State,401013370102985202,Army,FBS Independents,7,3,2,11,Darnell Woolfolk run for 3 yds to the SJSt 4 for a 1ST down,Rush,0.421762127046954,False,7,3,7
70,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 40}",San José State,Mountain West,3,0,0,1,4010133708,8,401013370,San José State,401013370102985901,Army,FBS Independents,7,3,2,12,"Timeout SAN JOSÉ ST, clock 01:40",Timeout,,False,4,0,4
71,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 40}",San José State,Mountain West,3,0,4,1,4010133708,8,401013370,San José State,401013370102985902,Army,FBS Independents,7,3,2,13,Artice Hobbs IV run for 2 yds to the SJSt 2,Rush,-0.379746006608248,False,4,2,4
72,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 40}",San José State,Mountain West,3,0,2,2,4010133708,8,401013370,San José State,401013370102985903,Army,FBS Independents,7,3,2,14,Darnell Woolfolk run for 1 yd to the SJSt 1,Rush,-0.386061703857327,False,2,1,2
73,7.0,2018.0,Army,"{'seconds': 15, 'minutes': 0}",San José State,Mountain West,3,0,0,3,4010133708,8,401013370,San José State,401013370102998401,Army,FBS Independents,7,2,2,15,"Timeout ARMY, clock 00:15",Timeout,,False,1,0,1
74,7.0,2018.0,Army,"{'seconds': 12, 'minutes': 0}",San José State,Mountain West,3,0,1,3,4010133708,8,401013370,San José State,401013370102998701,Army,FBS Independents,14,2,2,16,Kelvin Hopkins Jr. run for 1 yd for a TD (John Abercrombie KICK),Rushing Touchdown,2.45399822917955,True,1,1,1
75,7.0,2018.0,Army,"{'seconds': 12, 'minutes': 0}",San José State,Mountain West,3,0,0,1,4010133709,9,401013370,San José State,401013370102998703,Army,FBS Independents,14,2,2,1,"Landon Salyers kickoff for 50 yds , Zamore Zigler return for 13 yds to the SJSt 28",Kickoff,,False,65,13,65
79,7.0,2018.0,Army,"{'minutes': 15, 'seconds': 0}",San José State,Mountain West,3,3,10,1,40101337010,10,401013370,San José State,401013370103849903,Army,FBS Independents,14,3,3,2,Jordan Asberry run for 5 yds to the Army 30,Rush,0.0945451165334843,False,75,5,75
80,7.0,2018.0,Army,"{'minutes': 14, 'seconds': 55}",San José State,Mountain West,3,3,5,2,40101337010,10,401013370,San José State,401013370103854402,Army,FBS Independents,14,3,3,3,Andy Davidson run for 4 yds to the Army 34,Rush,-0.1175789784824320,False,70,4,70
81,7.0,2018.0,Army,"{'minutes': 14, 'seconds': 55}",San José State,Mountain West,3,3,1,3,40101337010,10,401013370,San José State,401013370103854403,Army,FBS Independents,14,3,3,4,Connor Slomka run for 1 yd to the Army 35 for a 1ST down,Rush,,False,66,1,66
82,7.0,2018.0,Army,"{'minutes': 13, 'seconds': 25}",San José State,Mountain West,3,3,10,1,40101337010,10,401013370,San José State,401013370103867402,Army,FBS Independents,14,3,3,5,Darnell Woolfolk run for 3 yds to the Army 38,Rush,-0.4062307312880424,False,65,3,65
83,7.0,2018.0,Army,"{'minutes': 13, 'seconds': 25}",San José State,Mountain West,3,3,7,2,40101337010,10,401013370,San José State,401013370103867403,Army,FBS Independents,14,3,3,6,"ARMY Penalty, false start (Jaxson Deaton) to the Army 33",Penalty,,False,62,-5,62
84,7.0,2018.0,Army,"{'minutes': 12, 'seconds': 45}",San José State,Mountain West,3,3,12,2,40101337010,10,401013370,San José State,401013370103875402,Army,FBS Independents,14,3,3,7,Darnell Woolfolk run for 4 yds to the Army 37,Rush,-0.08728383511259176,False,67,4,67
85,7.0,2018.0,Army,"{'minutes': 12, 'seconds': 45}",San José State,Mountain West,3,3,8,3,40101337010,10,401013370,San José State,401013370103875403,Army,FBS Independents,14,3,3,8,Kelvin Hopkins Jr. run for 7 yds to the Army 44,Rush,0.33540408828824826,False,63,7,63
86,7.0,2018.0,Army,"{'minutes': 12, 'seconds': 45}",San José State,Mountain West,3,3,1,4,40101337010,10,401013370,San José State,401013370103875404,Army,FBS Independents,14,3,3,9,Darnell Woolfolk run for 5 yds to the Army 49 for a 1ST down,Rush,2.3881595702132808,False,56,5,56
87,7.0,2018.0,Army,"{'minutes': 10, 'seconds': 37}",San José State,Mountain West,3,3,10,1,40101337010,10,401013370,San José State,401013370103896202,Army,FBS Independents,14,3,3,10,Kelvin Hopkins Jr. run for 7 yds to the SJSt 44,Rush,0.6049387793407243,False,51,7,51
88,7.0,2018.0,Army,"{'minutes': 10, 'seconds': 37}",San José State,Mountain West,3,3,3,2,40101337010,10,401013370,San José State,401013370103896203,Army,FBS Independents,14,3,3,11,Darnell Woolfolk run for 5 yds to the SJSt 39 for a 1ST down,Rush,0.1779898696206637,False,44,5,44
89,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 31}",San José State,Mountain West,3,3,10,1,40101337010,10,401013370,San José State,401013370103906802,Army,FBS Independents,14,3,3,12,Kelvin Hopkins Jr. run for 15 yds to the SJSt 24 for a 1ST down,Rush,0.459000606324576,False,39,15,39
90,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 12}",San José State,Mountain West,3,2,10,1,40101337010,10,401013370,San José State,401013370103908701,Army,FBS Independents,14,3,3,13,"Timeout SAN JOSÉ ST, clock 09:12",Timeout,,False,24,0,24
91,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 6}",San José State,Mountain West,3,2,10,1,40101337010,10,401013370,San José State,401013370103909301,Army,FBS Independents,21,3,3,14,Kelvin Hopkins Jr. run for 24 yds for a TD (John Abercrombie KICK),Rushing Touchdown,2.681437948606975,True,24,24,24
92,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 6}",San José State,Mountain West,3,2,0,1,40101337011,11,401013370,San José State,401013370103909303,Army,FBS Independents,21,3,3,1,Landon Salyers kickoff for 65 yds for a touchback,Kickoff,,False,65,0,65
94,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 1}",San José State,Mountain West,3,2,10,1,40101337012,12,401013370,San José State,401013370103909801,Army,FBS Independents,21,3,3,1,Kelvin Hopkins Jr. run for no gain to the SJSt 19,Rush,-0.362321296557512,False,19,0,19
95,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 1}",San José State,Mountain West,3,2,10,2,40101337012,12,401013370,San José State,401013370103909802,Army,FBS Independents,21,3,3,2,Kell Walker run for 3 yds to the SJSt 16,Rush,-0.1359655261601386,False,19,3,19
96,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 1}",San José State,Mountain West,3,2,7,3,40101337012,12,401013370,San José State,401013370103909803,Army,FBS Independents,21,3,3,3,Kelvin Hopkins Jr. pass incomplete to Camden Harrison,Pass Incompletion,-0.5319845603431670,False,16,0,16
97,7.0,2018.0,Army,"{'minutes': 7, 'seconds': 39}",San José State,Mountain West,3,2,7,4,40101337012,12,401013370,San José State,401013370103926002,Army,FBS Independents,24,3,3,4,John Abercrombie 33 yd FG GOOD,Field Goal Good,-0.3652809883016594,True,16,33,16
98,7.0,2018.0,Army,"{'minutes': 7, 'seconds': 39}",San José State,Mountain West,3,2,0,1,40101337013,13,401013370,San José State,401013370103926003,Army,FBS Independents,24,3,3,1,Landon Salyers kickoff for 65 yds for a touchback,Kickoff,,False,65,0,65
100,7.0,2018.0,Army,"{'minutes': 7, 'seconds': 30}",San José State,Mountain West,3,2,10,1,40101337014,14,401013370,San José State,401013370103926901,Army,FBS Independents,24,3,3,1,"Walker, Kell rush for loss of 1 yard to the SJSU11, out-of-bounds (ZIGLER, Zamore;PARKER, Tysyn), PENALTY SJSU holding (ROBERTS, Boogie) 5 yards to the SJSU5, NO PLAY.",Penalty,,False,10,5,10
101,7.0,2018.0,Army,"{'minutes': 7, 'seconds': 30}",San José State,Mountain West,3,2,5,1,40101337014,14,401013370,San José State,401013370103926902,Army,FBS Independents,24,3,3,2,Darnell Woolfolk run for 4 yds to the SJSt 1,Rush,-0.016571396914132,False,5,4,5
102,7.0,2018.0,Army,"{'minutes': 6, 'seconds': 18}",San José State,Mountain West,3,2,1,2,40101337014,14,401013370,San José State,401013370103938101,Army,FBS Independents,31,3,3,3,Darnell Woolfolk run for 1 yd for a TD (John Abercrombie KICK),Rushing Touchdown,1.900352237473006,True,1,1,1
103,7.0,2018.0,Army,"{'minutes': 6, 'seconds': 18}",San José State,Mountain West,3,2,0,1,40101337015,15,401013370,San José State,401013370103938103,Army,FBS Independents,31,3,3,1,Landon Salyers kickoff for 65 yds for a touchback,Kickoff,,False,65,0,65
107,7.0,2018.0,Army,"{'minutes': 5, 'seconds': 15}",San José State,Mountain West,3,2,10,1,40101337016,16,401013370,San José State,401013370103948401,Army,FBS Independents,31,3,3,1,"Kelvin Hopkins Jr. pass incomplete to Kell Walker, broken up by Tre Webb",Pass Incompletion,-0.6918622905019662,False,35,0,35
108,7.0,2018.0,Army,"{'minutes': 5, 'seconds': 9}",San José State,Mountain West,3,2,10,2,40101337016,16,401013370,San José State,401013370103949002,Army,FBS Independents,31,3,3,2,Kelvin Hopkins Jr. run for 5 yds to the SJSt 30,Rush,0.0596356674992808,False,35,5,35
109,7.0,2018.0,Army,"{'minutes': 5, 'seconds': 9}",San José State,Mountain West,3,2,5,3,40101337016,16,401013370,San José State,401013370103949003,Army,FBS Independents,31,3,3,3,Jordan Asberry run for 9 yds to the SJSt 21 for a 1ST down,Rush,0.9725185929841484,False,30,9,30
110,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 57}",San José State,Mountain West,3,2,10,1,40101337016,16,401013370,San José State,401013370103964202,Army,FBS Independents,31,3,3,4,Connor Slomka run for 7 yds to the SJSt 14,Rush,0.315409613643856,False,21,7,21
111,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 57}",San José State,Mountain West,3,2,3,2,40101337016,16,401013370,San José State,401013370103964203,Army,FBS Independents,31,3,3,5,Connor Slomka run for 1 yd to the SJSt 13,Rush,-0.373906934768758,False,14,1,14
112,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 57}",San José State,Mountain West,3,2,2,3,40101337016,16,401013370,San José State,401013370103964204,Army,FBS Independents,31,3,3,6,Connor Slomka run for 4 yds to the SJSt 9 for a 1ST down,Rush,0.266556311273927,False,13,4,13
113,7.0,2018.0,Army,"{'minutes': 2, 'seconds': 32}",San José State,Mountain West,3,2,9,1,40101337016,16,401013370,San José State,401013370103976702,Army,FBS Independents,31,3,3,7,Kelvin Hopkins Jr. run for 5 yds to the SJSt 4,Rush,0.0903475831985075,False,9,5,9
114,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 44}",San José State,Mountain West,3,2,4,2,40101337016,16,401013370,San José State,401013370103985501,Army,FBS Independents,38,3,3,8,Kelvin Hopkins Jr. run for 4 yds for a TD (John Abercrombie KICK),Rushing Touchdown,2.3338902404479605,True,4,4,4
115,7.0,2018.0,Army,"{'minutes': 1, 'seconds': 44}",San José State,Mountain West,3,2,0,1,40101337017,17,401013370,San José State,401013370103985503,Army,FBS Independents,38,3,3,1,"Landon Salyers kickoff for 64 yds , Thai Cottrell return for 22 yds to the SJSt 23",Kickoff,,False,65,22,65
122,7.0,2018.0,Army,"{'minutes': 14, 'seconds': 32}",San José State,Mountain West,3,2,0,1,40101337019,18,401013370,San José State,401013370104856703,Army,FBS Independents,45,3,4,1,"Landon Salyers kickoff for 65 yds , Thai Cottrell return for 17 yds to the SJSt 17",Kickoff,,False,65,17,65
133,7.0,2018.0,Army,"{'minutes': 10, 'seconds': 4}",San José State,Mountain West,3,2,10,1,40101337020,19,401013370,San José State,401013370104899501,Army,FBS Independents,45,3,4,1,Luke Langdon run for 21 yds to the Army 41 for a 1ST down,Rush,1.7270454458066755,False,80,21,80
134,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 57}",San José State,Mountain West,3,2,10,1,40101337020,19,401013370,San José State,401013370104904202,Army,FBS Independents,45,3,4,2,Cam Thomas run for 13 yds to the SJSt 46 for a 1ST down,Rush,1.1157249416639630,False,59,13,59
135,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 29}",San José State,Mountain West,3,2,10,1,40101337020,19,401013370,San José State,401013370104907002,Army,FBS Independents,45,3,4,3,Cam Thomas run for 3 yds to the SJSt 43,Rush,-0.3418939310329067,False,46,3,46
136,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 29}",San José State,Mountain West,3,2,7,2,40101337020,19,401013370,San José State,401013370104907003,Army,FBS Independents,45,3,4,4,Sandon McCoy run for 3 yds to the SJSt 40,Rush,-0.3745609101066217,False,43,3,43
137,7.0,2018.0,Army,"{'minutes': 9, 'seconds': 29}",San José State,Mountain West,3,2,4,3,40101337020,19,401013370,San José State,401013370104907004,Army,FBS Independents,45,3,4,5,Luke Langdon run for 6 yds to the SJSt 34 for a 1ST down,Rush,1.3230160883603227,False,40,6,40
138,7.0,2018.0,Army,"{'minutes': 7, 'seconds': 43}",San José State,Mountain West,3,2,10,1,40101337020,19,401013370,San José State,401013370104925602,Army,FBS Independents,45,3,4,6,Cam Thomas run for 4 yds to the SJSt 30,Rush,-0.063267952570744,False,34,4,34
139,7.0,2018.0,Army,"{'minutes': 7, 'seconds': 43}",San José State,Mountain West,3,2,6,2,40101337020,19,401013370,San José State,401013370104925603,Army,FBS Independents,45,3,4,7,Sandon McCoy run for 1 yd to the SJSt 29,Rush,-0.541568398402946,False,30,1,30
140,7.0,2018.0,Army,"{'minutes': 7, 'seconds': 43}",San José State,Mountain West,3,2,5,3,40101337020,19,401013370,San José State,401013370104925604,Army,FBS Independents,45,3,4,8,Luke Langdon run for 1 yd to the SJSt 28,Rush,-0.6817894194557325,False,29,1,29
141,7.0,2018.0,Army,"{'minutes': 5, 'seconds': 5}",San José State,Mountain West,3,2,4,4,40101337020,19,401013370,San José State,401013370104949401,Army,FBS Independents,52,3,4,9,Cam Thomas run for 28 yds for a TD (John Abercrombie KICK),Rushing Touchdown,4.2233519313430925,True,28,28,28
142,7.0,2018.0,Army,"{'minutes': 5, 'seconds': 5}",San José State,Mountain West,3,2,0,1,40101337021,20,401013370,San José State,401013370104949403,Army,FBS Independents,52,3,4,1,"Landon Salyers kickoff for 63 yds , Michael Harris III return for 22 yds to the SJSt 24",Kickoff,,False,65,22,65
147,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 21}",San José State,Mountain West,3,2,10,1,40101337022,21,401013370,San José State,401013370104967801,Army,FBS Independents,52,3,4,1,Sandon McCoy run for 4 yds to the Army 35,Rush,-0.1445206744011678,False,69,4,69
148,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 21}",San José State,Mountain West,3,2,6,2,40101337022,21,401013370,San José State,401013370104967802,Army,FBS Independents,52,3,4,2,Cam Thomas run for 5 yds to the Army 40,Rush,0.1016322602349415,False,65,5,65
149,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 21}",San José State,Mountain West,3,2,1,3,40101337022,21,401013370,San José State,401013370104967803,Army,FBS Independents,52,3,4,3,"ARMY Penalty, false start (-5 Yards) to the Army 35",Penalty,,False,60,-5,60
150,7.0,2018.0,Army,"{'minutes': 3, 'seconds': 21}",San José State,Mountain West,3,2,6,3,40101337022,21,401013370,San José State,401013370104967804,Army,FBS Independents,52,3,4,4,Malik Hancock run for 8 yds to the Army 43 for a 1ST down,Rush,2.12621890104160375,False,65,8,65
